,Coeficiente,Error estandar,t,p-valor
Intercept,3.543452625290535,0.9502560618870295,3.728945036408298,0.0001922830827359051
tasa_referencia,-0.6509554694246977,0.21787608942102094,-2.9877324820476274,0.0028105544659375197
prima_plazo,-0.6744011527226508,0.20098809438075146,-3.355428364055567,0.0007924217662771445
riesgo_pais_pct,0.5104533776218653,0.26487441883785406,1.9271524213682,0.0539606373980015
spread_bancario,0.2988005286784883,0.2675374782192177,1.116854844664619,0.26405639437386974
