,Coeficiente,Error estandar,z,p-valor
Intercept,1.2336421684630245,0.12349891448961849,9.98909321236768,1.701309094797827e-23
X1_tasa_referencia,-0.13020114224072543,0.12022047883873951,-1.0830196610294134,0.2787996962997441
X2_treasury_10a,0.553059325445181,0.023032742521108054,24.0118746145118,2.0900307626184177e-127
X3_riesgo_pais,1.596021952700009,0.08198626638074183,19.46694273511773,2.0940235265360916e-84
X4_interbancaria,0.2566789564527312,0.1203731786546323,2.132360043338055,0.03297725949356145
