,Coeficiente,Error estandar,z,p-valor
Intercept,1.2336395327470888,0.12350081908944435,9.988917821295068,1.704321724063108e-23
X1_tasa_referencia,-0.1302126333694389,0.12022098470338811,-1.0831106872955865,0.27875929581975545
X2_treasury_10a,0.5530618638363762,0.02303290076486671,24.011819852060945,2.09278560775404e-127
X3_riesgo_pais,1.5960234576532193,0.08198740769270318,19.466690099963536,2.1043744717186166e-84
X4_tasa_interbancaria,0.2566885931971572,0.12037356739492285,2.1324332139713915,0.03297124937116542
