,N,Media,Desv. tip.,Minimo,Mediana,Maximo
monto_mill_soles,1260.0,2548.0916217778918,4873.52489689256,0.0,156.45999999999998,18295.3726501121
log_monto,1260.0,4.307254357847316,3.727872748630508,0.0,5.059128469097967,9.814458103341288
tasa_referencia,1260.0,3.8541666666666665,1.7780466978038367,0.25,4.125,7.75
prima_plazo,1260.0,1.9808885485898806,1.264017017377839,-0.9945000000000004,1.85777532467533,5.85523809523809
riesgo_pais_pct,1260.0,1.684089065411001,0.3360329933993769,1.0804348,1.6432143000000001,2.8238095
spread_bancario,1260.0,0.8437616666666666,0.39116962747267187,0.1106999999999995,0.8734000000000002,2.1016
