id,instrumento,periodo,Y_log_volumen,X1_tasa_referencia,X2_prima_plazo,X3_riesgo_pais
672,Bonos de titulizacion,2021-12,0.0,2.5,3.42563636363636,1.74304347826087
673,Bonos de titulizacion,2022-01,0.0,3.0,3.0745714285714296,1.76761904761905
674,Bonos de titulizacion,2022-02,0.0,3.5,2.571,1.9775
675,Bonos de titulizacion,2022-03,0.0,4.0,2.59782608695652,2.0073913043478298
676,Bonos de titulizacion,2022-04,0.0,4.5,2.87315789473684,1.86666666666667
677,Bonos de titulizacion,2022-05,0.0,5.0,2.9236363636363603,2.1754545454545497
678,Bonos de titulizacion,2022-06,0.0,5.5,2.358,2.1354545454545497
679,Bonos de titulizacion,2022-07,0.0,6.0,2.216315789473679,2.35428571428571
680,Bonos de titulizacion,2022-08,0.0,6.5,1.40872727272727,2.11
681,Bonos de titulizacion,2022-09,0.0,6.75,1.5559090909090898,2.2527345454545498
682,Bonos de titulizacion,2022-10,0.0,7.0,1.6457142857142897,2.42587095238095
683,Bonos de titulizacion,2022-11,0.0,7.25,0.6147619047619104,2.03406909090909
684,Bonos de titulizacion,2022-12,0.0,7.5,0.3615000000000004,1.955
685,Bonos de titulizacion,2023-01,0.0,7.75,0.2095238095238096,2.0704545454545498
686,Bonos de titulizacion,2023-02,0.0,7.75,0.1293499999999996,1.923
687,Bonos de titulizacion,2023-03,0.0,7.75,-0.0333043478260899,2.03826086956522
688,Bonos de titulizacion,2023-04,0.0,7.75,-0.2611111111111102,2.019
689,Bonos de titulizacion,2023-05,0.0,7.75,-0.4749999999999996,1.97391304347826
690,Bonos de titulizacion,2023-06,0.0,7.75,-0.67619047619048,1.81090909090909
691,Bonos de titulizacion,2023-07,0.0,7.75,-0.9945000000000004,1.68904761904762
692,Bonos de titulizacion,2023-08,0.0,7.75,-0.9059090909090904,1.67227272727273
693,Bonos de titulizacion,2023-09,0.0,7.5,-0.5314285714285703,1.69095238095238
694,Bonos de titulizacion,2023-10,0.0,7.25,0.3745454545454496,1.79954545454545
695,Bonos de titulizacion,2023-11,0.0,7.0,0.1719047619047602,1.75181818181818
696,Bonos de titulizacion,2023-12,0.0,6.75,0.1184736842105298,1.62428571428571
697,Bonos de titulizacion,2024-01,0.0,6.5,0.1795238095238103,1.70434782608696
698,Bonos de titulizacion,2024-02,0.0,6.25,0.5038095238095197,1.60285714285714
699,Bonos de titulizacion,2024-03,0.0,6.25,0.7557894736842101,1.52666666666667
700,Bonos de titulizacion,2024-04,0.0,6.0,1.38204545454545,1.53772727272727
701,Bonos de titulizacion,2024-05,0.0,5.75,1.34540909090909,1.55826086956522
702,Bonos de titulizacion,2024-06,0.0,5.75,1.3384210526315805,1.609
703,Bonos de titulizacion,2024-07,0.0,5.75,1.2225,1.58695652173913
704,Bonos de titulizacion,2024-08,0.0,5.5,1.0835,1.695
705,Bonos de titulizacion,2024-09,0.0,5.25,1.11185714285714,1.6257894736842102
706,Bonos de titulizacion,2024-10,0.0,5.25,1.27246818181818,1.5368000000000002
707,Bonos de titulizacion,2024-11,0.0,5.0,1.6689999999999996,1.55263157894737
708,Bonos de titulizacion,2024-12,0.0,5.0,1.62515789473684,1.5438095238095202
709,Bonos de titulizacion,2025-01,0.0,4.75,1.9400000000000004,1.56761904761905
710,Bonos de titulizacion,2025-02,0.0,4.75,1.7225,1.5825
711,Bonos de titulizacion,2025-03,0.0,4.75,1.7352380952381,1.6335483870967702
712,Bonos de titulizacion,2025-04,0.0,4.75,1.854,1.77571428571429
713,Bonos de titulizacion,2025-05,0.0,4.5,1.98666666666667,1.5858064516129
714,Bonos de titulizacion,2025-06,0.0,4.5,1.9119047619047604,1.53833333333333
715,Bonos de titulizacion,2025-07,0.0,4.5,1.68745,1.4061290322580602
716,Bonos de titulizacion,2025-08,0.0,4.5,1.51696,1.33322580645161
717,Bonos de titulizacion,2025-09,0.0,4.25,1.87590909090909,1.24107142857143
718,Bonos de titulizacion,2025-10,0.0,4.25,1.85583636363637,1.23516129032258
719,Bonos de titulizacion,2025-11,0.0,4.25,1.7544500000000005,1.256
720,Bonos de titulizacion,2025-12,0.0,4.25,1.57715789473684,1.27
721,Saldo corporativos,2011-01,9.557568281763434,3.25,2.5962857142857096,1.4557143
722,Saldo corporativos,2011-02,9.539901067955308,3.5,2.51595,1.461
723,Saldo corporativos,2011-03,9.538786766993908,3.75,2.60333612040134,1.5678261
724,Saldo corporativos,2011-04,9.532782060999011,4.0,2.94410092633545,1.9290476
725,Saldo corporativos,2011-05,9.527333015560698,4.25,2.4725020222856697,1.8722727
726,Saldo corporativos,2011-06,9.519581116084376,4.25,2.20763825900731,1.9236364
727,Saldo corporativos,2011-07,9.512788976288112,4.25,1.98626241920591,1.7085714
728,Saldo corporativos,2011-08,9.500783819074025,4.25,1.67853521749067,1.9956522
729,Saldo corporativos,2011-09,9.507530021311002,4.25,1.37017803787122,2.3745455
730,Saldo corporativos,2011-10,9.51359383350051,4.25,1.4748322210866904,2.3195238
731,Saldo corporativos,2011-11,9.509956708601456,4.25,1.4173432296186803,2.1418182
732,Saldo corporativos,2011-12,9.5299317311526,4.25,1.4453293398377005,2.1631818000000003
733,Saldo corporativos,2012-01,9.525448794201871,4.25,1.4377609398031002,2.1940909
734,Saldo corporativos,2012-02,9.531145672876532,4.25,1.3020364322611204,1.992381
735,Saldo corporativos,2012-03,9.518543452527243,4.25,1.1574619276424896,1.6559091
736,Saldo corporativos,2012-04,9.52000370349084,4.25,1.0670918414560804,1.6414286000000002
737,Saldo corporativos,2012-05,9.541964578364093,4.25,0.9111689535072998,1.8052174
738,Saldo corporativos,2012-06,9.539297831916096,4.25,0.89383563093637,1.8842857
739,Saldo corporativos,2012-07,9.54724734207596,4.25,0.7735416666666701,1.6259091
740,Saldo corporativos,2012-08,9.551138757331495,4.25,0.6041943748259504,1.3313043
741,Saldo corporativos,2012-09,9.536359708755292,4.25,0.4265961820586801,1.24
742,Saldo corporativos,2012-10,9.563081908408565,4.25,0.3036367424242403,1.0804348
743,Saldo corporativos,2012-11,9.570761890298346,4.25,0.2098128345221104,1.2295455
744,Saldo corporativos,2012-12,9.498972760758395,4.25,-0.0866843834270296,1.1719048
745,Saldo corporativos,2013-01,9.495081955917934,4.25,-0.1824953020464397,1.1004348
746,Saldo corporativos,2013-02,9.49670685810377,4.25,-0.0980923588164497,1.2705
747,Saldo corporativos,2013-03,9.5000268190433,4.25,-0.1016138581228096,1.4028571
748,Saldo corporativos,2013-04,9.48992411226713,4.25,-0.1936594806224603,1.3254545
749,Saldo corporativos,2013-05,9.40820584988565,4.25,-0.0481818181818196,1.3373913
750,Saldo corporativos,2013-06,9.397868002443026,4.25,1.0694671626005103,1.798
751,Saldo corporativos,2013-07,9.398087163204504,4.25,1.0101522889957204,1.7569565
752,Saldo corporativos,2013-08,9.404465503547524,4.25,1.2127125966726604,1.9054545
753,Saldo corporativos,2013-09,9.38067279718806,4.25,1.35047619047619,1.8338095
754,Saldo corporativos,2013-10,9.384209994055007,4.25,1.06727272727273,1.7286957
755,Saldo corporativos,2013-11,9.392128929995884,4.0,1.4669999999999996,1.8342857
756,Saldo corporativos,2013-12,9.392363171451397,4.0,1.6055,1.7654545
757,Saldo corporativos,2014-01,9.367456337432614,4.0,1.7199999999999998,1.76
758,Saldo corporativos,2014-02,9.375130649845762,4.0,2.4255000000000004,1.8225
759,Saldo corporativos,2014-03,9.369687454571324,4.0,2.16490476190476,1.672381
760,Saldo corporativos,2014-04,9.363005332443786,4.0,1.951,1.5354545
761,Saldo corporativos,2014-05,9.34805215891106,4.0,1.6409523809523805,1.4940909
762,Saldo corporativos,2014-06,9.352286104070611,4.0,1.3723809523809498,1.4542857
763,Saldo corporativos,2014-07,9.350063215113725,3.75,1.4269999999999996,1.4634782999999998
764,Saldo corporativos,2014-08,9.345996627895351,3.75,1.44790476190476,1.5728571
765,Saldo corporativos,2014-09,9.368857890618164,3.5,1.8354545454545503,1.4968182
766,Saldo corporativos,2014-10,9.344644182892027,3.5,1.8599545454545403,1.7026087
767,Saldo corporativos,2014-11,9.329484243207986,3.5,1.93935,1.6535
768,Saldo corporativos,2014-12,9.345675593264838,3.5,1.8597142857142896,1.8191304
769,Saldo corporativos,2015-01,9.407584680602891,3.25,2.0466,2.0122727
770,Saldo corporativos,2015-02,9.4312776340508,3.25,2.0355,1.8285
771,Saldo corporativos,2015-03,9.418656882952453,3.25,2.27668181818182,1.8445455
772,Saldo corporativos,2015-04,9.412158554418234,3.25,2.2880909090909096,1.7695455000000002
773,Saldo corporativos,2015-05,9.449353724880597,3.25,2.6519000000000004,1.6590476
774,Saldo corporativos,2015-06,9.453677841442396,3.25,2.9216666666666704,1.765
775,Saldo corporativos,2015-07,9.500898072924556,3.25,3.2216500000000003,1.8669565
776,Saldo corporativos,2015-08,9.499388725397164,3.25,3.4131904761904703,2.1747619
777,Saldo corporativos,2015-09,9.507332847067731,3.5,3.73577272727273,2.3427273
778,Saldo corporativos,2015-10,9.509857957213509,3.5,3.5107272727272703,2.2590909
779,Saldo corporativos,2015-11,9.51104187405468,3.5,3.1926190476190497,2.1890476000000003
780,Saldo corporativos,2015-12,9.534954688461792,3.75,2.95786363636364,2.3665217000000003
781,Saldo corporativos,2016-01,9.537270260426114,4.0,3.02015,2.6705
782,Saldo corporativos,2016-02,9.53660992637987,4.25,3.09585714285714,2.8238095
783,Saldo corporativos,2016-03,9.545826924922284,4.25,2.889,2.2682609
784,Saldo corporativos,2016-04,9.564479905790993,4.25,2.29485714285714,2.1004762
785,Saldo corporativos,2016-05,9.572800539744756,4.25,2.0158181818181804,2.0795455
786,Saldo corporativos,2016-06,9.615122769872588,4.25,1.83436363636364,2.0990909
787,Saldo corporativos,2016-07,9.63298436372707,4.25,1.5065238095238105,1.8419048
788,Saldo corporativos,2016-08,9.650610645056394,4.25,1.3861739130434805,1.696087
789,Saldo corporativos,2016-09,9.653131315639191,4.25,1.54354545454546,1.6177273
790,Saldo corporativos,2016-10,9.678331483750313,4.25,1.5208571428571398,1.4652381
791,Saldo corporativos,2016-11,9.683827574491431,4.25,2.05986363636364,1.6781818000000002
792,Saldo corporativos,2016-12,9.672517087784655,4.25,2.19685714285714,1.6472727
793,Saldo corporativos,2017-01,9.662706934199978,4.25,2.10095454545454,1.5730000000000002
794,Saldo corporativos,2017-02,9.659613018622926,4.25,2.01035,1.52105263157895
795,Saldo corporativos,2017-03,9.68674850734456,4.25,1.8473913043478296,1.4108695652173902
796,Saldo corporativos,2017-04,9.693643912769923,4.25,1.6205555555555602,1.49444444444444
797,Saldo corporativos,2017-05,9.6870795428017,4.0,1.71772727272727,1.41181818181818
798,Saldo corporativos,2017-06,9.708663451048336,4.0,1.5790499999999996,1.435
799,Saldo corporativos,2017-07,9.712561747349634,3.75,1.9094736842105304,1.419
800,Saldo corporativos,2017-08,9.707902160087484,3.75,1.7120434782608704,1.55391304347826
801,Saldo corporativos,2017-09,9.73901255792444,3.5,1.84190476190476,1.44
802,Saldo corporativos,2017-10,9.721222049354688,3.5,1.76331818181818,1.39619047619048
803,Saldo corporativos,2017-11,9.746954843956784,3.25,2.0497619047619,1.38809523809524
804,Saldo corporativos,2017-12,9.74712407470839,3.25,1.99947368421053,1.3615000000000002
805,Saldo corporativos,2018-01,9.718875112048533,3.0,1.81809523809524,1.16608695652174
806,Saldo corporativos,2018-02,9.728593016767258,3.0,1.7945000000000002,1.3219999999999998
807,Saldo corporativos,2018-03,9.70330519839945,2.75,2.095,1.47045454545455
808,Saldo corporativos,2018-04,9.709545148322537,2.75,2.2742000000000004,1.45238095238095
809,Saldo corporativos,2018-05,9.716770265333558,2.75,2.7222727272727303,1.57695652173913
810,Saldo corporativos,2018-06,9.732167126286368,2.75,2.9126000000000003,1.63333333333333
811,Saldo corporativos,2018-07,9.76260517030244,2.75,2.7347619047619096,1.50954545454545
812,Saldo corporativos,2018-08,9.76075666241658,2.75,2.6752380952381003,1.49260869565217
813,Saldo corporativos,2018-09,9.759843446201218,2.75,2.7675,1.399
814,Saldo corporativos,2018-10,9.785875965966126,2.75,2.98181818181818,1.42695652173913
815,Saldo corporativos,2018-11,9.802717172299657,2.75,2.9770000000000003,1.56863636363636
816,Saldo corporativos,2018-12,9.78575245061169,2.75,2.9936315789473698,1.64809523809524
817,Saldo corporativos,2019-01,9.781650952364682,2.75,2.83772727272727,1.5239130434782602
818,Saldo corporativos,2019-02,9.807703773451122,2.75,2.7445000000000004,1.395
819,Saldo corporativos,2019-03,9.81088412866027,2.75,2.54923809523809,1.35666666666667
820,Saldo corporativos,2019-04,9.782642066076752,2.75,2.4658,1.22363636363636
821,Saldo corporativos,2019-05,9.784076870468276,2.75,2.38735454545455,1.35695652173913
822,Saldo corporativos,2019-06,9.767401415431047,2.75,2.06719,1.2915
823,Saldo corporativos,2019-07,9.783464947418228,2.75,1.6901000000000002,1.16130434782609
824,Saldo corporativos,2019-08,9.7857980253696,2.5,1.7289849999999998,1.27090909090909
825,Saldo corporativos,2019-09,9.794351916491904,2.5,1.6521238095238102,1.16428571428571
826,Saldo corporativos,2019-10,9.80934511479492,2.5,1.57454285714286,1.26913043478261
827,Saldo corporativos,2019-11,9.814458103341288,2.25,1.9896900000000004,1.26761904761905
828,Saldo corporativos,2019-12,9.80620283884771,2.25,2.1059380952381,1.15909090909091
829,Saldo corporativos,2020-01,9.778753413294602,2.25,2.2523090909090904,1.13869565217391
830,Saldo corporativos,2020-02,9.780985994243109,2.25,2.008095,1.222
831,Saldo corporativos,2020-03,9.776082494006165,1.25,3.8372590909090896,2.48909090909091
832,Saldo corporativos,2020-04,9.772072430689944,0.25,4.7755,2.77954545454545
833,Saldo corporativos,2020-05,9.770677277412512,0.25,4.1795,2.2235
834,Saldo corporativos,2020-06,9.76338637637808,0.25,4.14,1.80136363636364
835,Saldo corporativos,2020-07,9.762087941953231,0.25,3.9904545454545497,1.6934782608695702
836,Saldo corporativos,2020-08,9.747980257849436,0.25,3.81714285714286,1.45636363636364
837,Saldo corporativos,2020-09,9.745259696420874,0.25,3.93681818181818,1.60409090909091
838,Saldo corporativos,2020-10,9.743310031880444,0.25,3.95545454545454,1.50181818181818
839,Saldo corporativos,2020-11,9.716873803234977,0.25,3.76450476190476,1.47
840,Saldo corporativos,2020-12,9.729512051820551,0.25,3.38264285714286,1.43304347826087
841,Saldo corporativos,2021-01,9.726646678121558,0.25,3.408,1.31619047619048
842,Saldo corporativos,2021-02,9.724336480204954,0.25,3.6615,1.381
843,Saldo corporativos,2021-03,9.721046037303209,0.25,4.43608695652174,1.65086956521739
844,Saldo corporativos,2021-04,9.719065248798223,0.25,4.84,1.645
845,Saldo corporativos,2021-05,9.712649032620158,0.25,4.74,1.63571428571429
846,Saldo corporativos,2021-06,9.687334611877574,0.25,5.02323809523809,1.69227272727273
847,Saldo corporativos,2021-07,9.668942797445974,0.25,5.4147,1.7
848,Saldo corporativos,2021-08,9.666811259067346,0.5,5.85523809523809,1.83
849,Saldo corporativos,2021-09,9.659089409975309,1.0,5.34227272727273,1.74
850,Saldo corporativos,2021-10,9.647916553009573,1.5,4.4495,1.7161904761904798
851,Saldo corporativos,2021-11,9.63422189380961,2.0,3.86571428571429,1.79363636363636
852,Saldo corporativos,2021-12,9.616949021859671,2.5,3.42563636363636,1.74304347826087
853,Saldo corporativos,2022-01,9.612540289139345,3.0,3.0745714285714296,1.76761904761905
854,Saldo corporativos,2022-02,9.606774997874007,3.5,2.571,1.9775
855,Saldo corporativos,2022-03,9.59573936948801,4.0,2.59782608695652,2.0073913043478298
856,Saldo corporativos,2022-04,9.593487626523768,4.5,2.87315789473684,1.86666666666667
857,Saldo corporativos,2022-05,9.578490552925794,5.0,2.9236363636363603,2.1754545454545497
858,Saldo corporativos,2022-06,9.580072944384646,5.5,2.358,2.1354545454545497
859,Saldo corporativos,2022-07,9.555130178467792,6.0,2.216315789473679,2.35428571428571
860,Saldo corporativos,2022-08,9.535996942694084,6.5,1.40872727272727,2.11
861,Saldo corporativos,2022-09,9.53063167284816,6.75,1.5559090909090898,2.2527345454545498
862,Saldo corporativos,2022-10,9.495495822658944,7.0,1.6457142857142897,2.42587095238095
863,Saldo corporativos,2022-11,9.46104813724612,7.25,0.6147619047619104,2.03406909090909
864,Saldo corporativos,2022-12,9.46015834334128,7.5,0.3615000000000004,1.955
865,Saldo corporativos,2023-01,9.458533296695425,7.75,0.2095238095238096,2.0704545454545498
866,Saldo corporativos,2023-02,9.436080109273624,7.75,0.1293499999999996,1.923
867,Saldo corporativos,2023-03,9.418750836065358,7.75,-0.0333043478260899,2.03826086956522
868,Saldo corporativos,2023-04,9.39370851309645,7.75,-0.2611111111111102,2.019
869,Saldo corporativos,2023-05,9.388531513552092,7.75,-0.4749999999999996,1.97391304347826
870,Saldo corporativos,2023-06,9.359697458350723,7.75,-0.67619047619048,1.81090909090909
871,Saldo corporativos,2023-07,9.339413822002804,7.75,-0.9945000000000004,1.68904761904762
872,Saldo corporativos,2023-08,9.33337733304235,7.75,-0.9059090909090904,1.67227272727273
873,Saldo corporativos,2023-09,9.33416607794464,7.5,-0.5314285714285703,1.69095238095238
874,Saldo corporativos,2023-10,9.328116481180018,7.25,0.3745454545454496,1.79954545454545
875,Saldo corporativos,2023-11,9.32493940851658,7.0,0.1719047619047602,1.75181818181818
876,Saldo corporativos,2023-12,9.335099134682988,6.75,0.1184736842105298,1.62428571428571
877,Saldo corporativos,2024-01,9.335551930868938,6.5,0.1795238095238103,1.70434782608696
878,Saldo corporativos,2024-02,9.31954136886291,6.25,0.5038095238095197,1.60285714285714
879,Saldo corporativos,2024-03,9.31614893944294,6.25,0.7557894736842101,1.52666666666667
880,Saldo corporativos,2024-04,9.303719067448982,6.0,1.38204545454545,1.53772727272727
881,Saldo corporativos,2024-05,9.302029743376622,5.75,1.34540909090909,1.55826086956522
882,Saldo corporativos,2024-06,9.284355331577189,5.75,1.3384210526315805,1.609
883,Saldo corporativos,2024-07,9.278872033358756,5.75,1.2225,1.58695652173913
884,Saldo corporativos,2024-08,9.2775449570307,5.5,1.0835,1.695
885,Saldo corporativos,2024-09,9.265981657169224,5.25,1.11185714285714,1.6257894736842102
886,Saldo corporativos,2024-10,9.234678988117976,5.25,1.27246818181818,1.5368000000000002
887,Saldo corporativos,2024-11,9.226730762853183,5.0,1.6689999999999996,1.55263157894737
888,Saldo corporativos,2024-12,9.227609122991662,5.0,1.62515789473684,1.5438095238095202
889,Saldo corporativos,2025-01,9.22311755285769,4.75,1.9400000000000004,1.56761904761905
890,Saldo corporativos,2025-02,9.222205945789812,4.75,1.7225,1.5825
891,Saldo corporativos,2025-03,9.21959479633096,4.75,1.7352380952381,1.6335483870967702
892,Saldo corporativos,2025-04,9.206662503382988,4.75,1.854,1.77571428571429
893,Saldo corporativos,2025-05,9.20011680886446,4.5,1.98666666666667,1.5858064516129
894,Saldo corporativos,2025-06,9.191760686752117,4.5,1.9119047619047604,1.53833333333333
895,Saldo corporativos,2025-07,9.169418676648592,4.5,1.68745,1.4061290322580602
896,Saldo corporativos,2025-08,9.167393022385545,4.5,1.51696,1.33322580645161
897,Saldo corporativos,2025-09,9.155342118084784,4.25,1.87590909090909,1.24107142857143
898,Saldo corporativos,2025-10,9.147579945551865,4.25,1.85583636363637,1.23516129032258
899,Saldo corporativos,2025-11,9.130692881954044,4.25,1.7544500000000005,1.256
900,Saldo corporativos,2025-12,9.129981058284294,4.25,1.57715789473684,1.27
901,Saldo plazo 3 a 5 anos,2011-01,8.199643761109874,3.25,2.5962857142857096,1.4557143
902,Saldo plazo 3 a 5 anos,2011-02,8.17025244694746,3.5,2.51595,1.461
903,Saldo plazo 3 a 5 anos,2011-03,8.164215028182483,3.75,2.60333612040134,1.5678261
904,Saldo plazo 3 a 5 anos,2011-04,8.163229878279855,4.0,2.94410092633545,1.9290476
905,Saldo plazo 3 a 5 anos,2011-05,8.16563135017057,4.25,2.4725020222856697,1.8722727
906,Saldo plazo 3 a 5 anos,2011-06,8.135438939755176,4.25,2.20763825900731,1.9236364
907,Saldo plazo 3 a 5 anos,2011-07,8.103665350507335,4.25,1.98626241920591,1.7085714
908,Saldo plazo 3 a 5 anos,2011-08,8.069095886729858,4.25,1.67853521749067,1.9956522
909,Saldo plazo 3 a 5 anos,2011-09,8.07107223965327,4.25,1.37017803787122,2.3745455
910,Saldo plazo 3 a 5 anos,2011-10,8.120773728309215,4.25,1.4748322210866904,2.3195238
911,Saldo plazo 3 a 5 anos,2011-11,8.083521581250677,4.25,1.4173432296186803,2.1418182
912,Saldo plazo 3 a 5 anos,2011-12,8.072638764805198,4.25,1.4453293398377005,2.1631818000000003
913,Saldo plazo 3 a 5 anos,2012-01,8.071468587414127,4.25,1.4377609398031002,2.1940909
914,Saldo plazo 3 a 5 anos,2012-02,8.117744464425751,4.25,1.3020364322611204,1.992381
915,Saldo plazo 3 a 5 anos,2012-03,8.06278328817684,4.25,1.1574619276424896,1.6559091
916,Saldo plazo 3 a 5 anos,2012-04,8.051021573263933,4.25,1.0670918414560804,1.6414286000000002
917,Saldo plazo 3 a 5 anos,2012-05,8.092360940718395,4.25,0.9111689535072998,1.8052174
918,Saldo plazo 3 a 5 anos,2012-06,8.1153060961523,4.25,0.89383563093637,1.8842857
919,Saldo plazo 3 a 5 anos,2012-07,8.171963789792816,4.25,0.7735416666666701,1.6259091
920,Saldo plazo 3 a 5 anos,2012-08,8.167569855599318,4.25,0.6041943748259504,1.3313043
921,Saldo plazo 3 a 5 anos,2012-09,8.148890499978823,4.25,0.4265961820586801,1.24
922,Saldo plazo 3 a 5 anos,2012-10,8.096128740149389,4.25,0.3036367424242403,1.0804348
923,Saldo plazo 3 a 5 anos,2012-11,8.081437678845642,4.25,0.2098128345221104,1.2295455
924,Saldo plazo 3 a 5 anos,2012-12,8.107257468485024,4.25,-0.0866843834270296,1.1719048
925,Saldo plazo 3 a 5 anos,2013-01,8.09715703053992,4.25,-0.1824953020464397,1.1004348
926,Saldo plazo 3 a 5 anos,2013-02,8.103976628613248,4.25,-0.0980923588164497,1.2705
927,Saldo plazo 3 a 5 anos,2013-03,8.096337979736548,4.25,-0.1016138581228096,1.4028571
928,Saldo plazo 3 a 5 anos,2013-04,8.00924030551983,4.25,-0.1936594806224603,1.3254545
929,Saldo plazo 3 a 5 anos,2013-05,7.973403366823963,4.25,-0.0481818181818196,1.3373913
930,Saldo plazo 3 a 5 anos,2013-06,7.953947318582213,4.25,1.0694671626005103,1.798
931,Saldo plazo 3 a 5 anos,2013-07,7.990897934342183,4.25,1.0101522889957204,1.7569565
932,Saldo plazo 3 a 5 anos,2013-08,8.01214582495848,4.25,1.2127125966726604,1.9054545
933,Saldo plazo 3 a 5 anos,2013-09,7.970212980267621,4.25,1.35047619047619,1.8338095
934,Saldo plazo 3 a 5 anos,2013-10,8.039965597602974,4.25,1.06727272727273,1.7286957
935,Saldo plazo 3 a 5 anos,2013-11,8.032210635158345,4.0,1.4669999999999996,1.8342857
936,Saldo plazo 3 a 5 anos,2013-12,8.030124776608442,4.0,1.6055,1.7654545
937,Saldo plazo 3 a 5 anos,2014-01,8.028779158991098,4.0,1.7199999999999998,1.76
938,Saldo plazo 3 a 5 anos,2014-02,8.05045755548672,4.0,2.4255000000000004,1.8225
939,Saldo plazo 3 a 5 anos,2014-03,8.058212090648556,4.0,2.16490476190476,1.672381
940,Saldo plazo 3 a 5 anos,2014-04,8.013097795959238,4.0,1.951,1.5354545
941,Saldo plazo 3 a 5 anos,2014-05,7.970085762941597,4.0,1.6409523809523805,1.4940909
942,Saldo plazo 3 a 5 anos,2014-06,7.954147582339318,4.0,1.3723809523809498,1.4542857
943,Saldo plazo 3 a 5 anos,2014-07,7.944325548984248,3.75,1.4269999999999996,1.4634782999999998
944,Saldo plazo 3 a 5 anos,2014-08,7.935514477917865,3.75,1.44790476190476,1.5728571
945,Saldo plazo 3 a 5 anos,2014-09,7.87522855539421,3.5,1.8354545454545503,1.4968182
946,Saldo plazo 3 a 5 anos,2014-10,7.770994256792453,3.5,1.8599545454545403,1.7026087
947,Saldo plazo 3 a 5 anos,2014-11,7.673603201478152,3.5,1.93935,1.6535
948,Saldo plazo 3 a 5 anos,2014-12,7.698233447222991,3.5,1.8597142857142896,1.8191304
949,Saldo plazo 3 a 5 anos,2015-01,7.7201407526748,3.25,2.0466,2.0122727
950,Saldo plazo 3 a 5 anos,2015-02,7.783053510663746,3.25,2.0355,1.8285
951,Saldo plazo 3 a 5 anos,2015-03,7.7785833302645875,3.25,2.27668181818182,1.8445455
952,Saldo plazo 3 a 5 anos,2015-04,7.7894007793081155,3.25,2.2880909090909096,1.7695455000000002
953,Saldo plazo 3 a 5 anos,2015-05,7.900907744566842,3.25,2.6519000000000004,1.6590476
954,Saldo plazo 3 a 5 anos,2015-06,7.967060380545792,3.25,2.9216666666666704,1.765
955,Saldo plazo 3 a 5 anos,2015-07,8.016325119183584,3.25,3.2216500000000003,1.8669565
956,Saldo plazo 3 a 5 anos,2015-08,8.020262343178608,3.25,3.4131904761904703,2.1747619
957,Saldo plazo 3 a 5 anos,2015-09,8.014392002157466,3.5,3.73577272727273,2.3427273
958,Saldo plazo 3 a 5 anos,2015-10,8.01987713948795,3.5,3.5107272727272703,2.2590909
959,Saldo plazo 3 a 5 anos,2015-11,8.011641470981,3.5,3.1926190476190497,2.1890476000000003
960,Saldo plazo 3 a 5 anos,2015-12,7.986837890107064,3.75,2.95786363636364,2.3665217000000003
961,Saldo plazo 3 a 5 anos,2016-01,7.991609050071453,4.0,3.02015,2.6705
962,Saldo plazo 3 a 5 anos,2016-02,7.9955677009808115,4.25,3.09585714285714,2.8238095
963,Saldo plazo 3 a 5 anos,2016-03,7.975904694862326,4.25,2.889,2.2682609
964,Saldo plazo 3 a 5 anos,2016-04,7.965636246725683,4.25,2.29485714285714,2.1004762
965,Saldo plazo 3 a 5 anos,2016-05,7.9657348190207475,4.25,2.0158181818181804,2.0795455
966,Saldo plazo 3 a 5 anos,2016-06,8.006034165486465,4.25,1.83436363636364,2.0990909
967,Saldo plazo 3 a 5 anos,2016-07,7.949272802529335,4.25,1.5065238095238105,1.8419048
968,Saldo plazo 3 a 5 anos,2016-08,7.951112394796177,4.25,1.3861739130434805,1.696087
969,Saldo plazo 3 a 5 anos,2016-09,7.947002910263365,4.25,1.54354545454546,1.6177273
970,Saldo plazo 3 a 5 anos,2016-10,7.882715076467135,4.25,1.5208571428571398,1.4652381
971,Saldo plazo 3 a 5 anos,2016-11,7.857151207144606,4.25,2.05986363636364,1.6781818000000002
972,Saldo plazo 3 a 5 anos,2016-12,7.817896276111552,4.25,2.19685714285714,1.6472727
973,Saldo plazo 3 a 5 anos,2017-01,7.771305409884357,4.25,2.10095454545454,1.5730000000000002
974,Saldo plazo 3 a 5 anos,2017-02,7.70165607252977,4.25,2.01035,1.52105263157895
975,Saldo plazo 3 a 5 anos,2017-03,7.732829341419918,4.25,1.8473913043478296,1.4108695652173902
976,Saldo plazo 3 a 5 anos,2017-04,7.743703820026274,4.25,1.6205555555555602,1.49444444444444
977,Saldo plazo 3 a 5 anos,2017-05,7.70074457912129,4.0,1.71772727272727,1.41181818181818
978,Saldo plazo 3 a 5 anos,2017-06,7.67207111840736,4.0,1.5790499999999996,1.435
979,Saldo plazo 3 a 5 anos,2017-07,7.728750350036615,3.75,1.9094736842105304,1.419
980,Saldo plazo 3 a 5 anos,2017-08,7.728750350036615,3.75,1.7120434782608704,1.55391304347826
981,Saldo plazo 3 a 5 anos,2017-09,7.77044866584537,3.5,1.84190476190476,1.44
982,Saldo plazo 3 a 5 anos,2017-10,7.713776907349521,3.5,1.76331818181818,1.39619047619048
983,Saldo plazo 3 a 5 anos,2017-11,7.770459071934264,3.25,2.0497619047619,1.38809523809524
