Fecha,Tasas de interés - Rendimiento del Bono del gobierno peruano a 10 años (en S/)
04Oct10,5.55
05Oct10,5.58
06Oct10,5.50
07Oct10,5.54
08Oct10,n.d.
11Oct10,5.47
12Oct10,5.52
13Oct10,5.47
14Oct10,5.50
15Oct10,5.43
18Oct10,5.46
19Oct10,5.45
20Oct10,5.42
21Oct10,5.44
22Oct10,5.46
25Oct10,5.46
26Oct10,5.48
27Oct10,5.53
28Oct10,5.52
29Oct10,5.47
01Nov10,n.d.
02Nov10,5.45
03Nov10,5.42
04Nov10,5.40
05Nov10,5.40
08Nov10,5.45
09Nov10,5.59
10Nov10,5.66
11Nov10,5.69
12Nov10,5.69
15Nov10,5.78
16Nov10,5.87
17Nov10,5.84
18Nov10,5.85
19Nov10,5.83
22Nov10,5.83
23Nov10,5.80
24Nov10,5.81
25Nov10,5.82
26Nov10,5.84
29Nov10,5.92
30Nov10,5.90
01Dic10,5.95
02Dic10,5.92
03Dic10,5.92
06Dic10,5.90
07Dic10,5.90
08Dic10,n.d.
09Dic10,5.86
10Dic10,5.91
13Dic10,5.91
14Dic10,5.90
15Dic10,5.93
16Dic10,5.97
17Dic10,5.95
20Dic10,5.91
21Dic10,5.80
22Dic10,5.85
23Dic10,5.86
24Dic10,n.d.
27Dic10,5.87
28Dic10,5.88
29Dic10,5.90
30Dic10,5.89
31Dic10,n.d.
03Ene11,5.88
04Ene11,5.84
05Ene11,5.86
06Ene11,5.86
07Ene11,5.81
10Ene11,5.81
11Ene11,5.82
12Ene11,5.83
13Ene11,5.82
14Ene11,5.82
17Ene11,5.83
18Ene11,5.83
19Ene11,5.83
20Ene11,5.84
21Ene11,5.86
24Ene11,5.87
25Ene11,5.88
26Ene11,5.87
27Ene11,5.87
28Ene11,5.87
31Ene11,5.87
01Feb11,5.88
02Feb11,5.93
03Feb11,5.94
04Feb11,5.94
07Feb11,6.00
08Feb11,6.00
09Feb11,5.98
10Feb11,5.98
11Feb11,5.98
14Feb11,5.99
15Feb11,6.08
16Feb11,6.04
17Feb11,6.02
18Feb11,6.00
21Feb11,6.01
22Feb11,6.04
23Feb11,6.05
24Feb11,6.16
25Feb11,6.17
28Feb11,6.15
01Mar11,6.20
02Mar11,6.26
03Mar11,6.26
04Mar11,6.26
07Mar11,6.30
08Mar11,6.22
09Mar11,6.24
10Mar11,6.24
11Mar11,6.21
14Mar11,6.19
15Mar11,6.20
16Mar11,6.24
17Mar11,6.25
18Mar11,6.25
21Mar11,6.31
22Mar11,6.43
23Mar11,6.42
24Mar11,6.47
25Mar11,6.51
28Mar11,6.56
29Mar11,6.64
30Mar11,6.74
31Mar11,6.73
01Abr11,6.72
04Abr11,6.77
05Abr11,6.73
06Abr11,6.69
07Abr11,6.63
08Abr11,6.59
11Abr11,6.61
12Abr11,6.70
13Abr11,6.79
14Abr11,7.02
15Abr11,7.11
18Abr11,7.16
19Abr11,7.19
20Abr11,7.20
21Abr11,n.d.
22Abr11,n.d.
25Abr11,7.21
26Abr11,7.25
27Abr11,7.35
28Abr11,7.20
29Abr11,7.03
02May11,n.d.
03May11,6.95
04May11,6.79
05May11,6.80
06May11,6.73
09May11,6.61
10May11,6.75
11May11,6.83
12May11,6.75
13May11,6.69
16May11,6.72
17May11,6.72
18May11,6.68
19May11,6.72
20May11,6.70
23May11,6.69
24May11,6.70
25May11,6.69
26May11,6.65
27May11,6.64
30May11,6.70
31May11,6.67
01Jun11,6.70
02Jun11,6.59
03Jun11,6.54
06Jun11,6.81
07Jun11,6.68
08Jun11,6.54
09Jun11,6.51
10Jun11,6.42
13Jun11,6.40
14Jun11,6.46
15Jun11,6.44
16Jun11,6.46
17Jun11,6.39
20Jun11,6.38
21Jun11,6.32
22Jun11,6.30
23Jun11,6.33
24Jun11,6.38
27Jun11,6.30
28Jun11,6.37
29Jun11,n.d.
30Jun11,6.30
01Jul11,6.26
04Jul11,6.31
05Jul11,6.22
06Jul11,6.20
07Jul11,6.23
08Jul11,6.29
11Jul11,6.27
12Jul11,6.27
13Jul11,6.25
14Jul11,6.25
15Jul11,6.25
18Jul11,6.24
19Jul11,6.24
20Jul11,6.22
21Jul11,6.20
22Jul11,6.21
25Jul11,6.20
26Jul11,6.19
27Jul11,6.19
28Jul11,n.d.
29Jul11,n.d.
01Ago11,6.14
02Ago11,6.09
03Ago11,6.09
04Ago11,6.11
05Ago11,6.12
08Ago11,6.12
09Ago11,6.12
10Ago11,6.07
11Ago11,6.02
12Ago11,5.99
15Ago11,5.98
16Ago11,5.98
17Ago11,5.95
18Ago11,5.90
19Ago11,5.87
22Ago11,5.80
23Ago11,5.72
24Ago11,5.65
25Ago11,5.61
26Ago11,5.64
29Ago11,n.d.
30Ago11,n.d.
31Ago11,5.53
01Set11,5.54
02Set11,5.51
05Set11,5.45
06Set11,5.41
07Set11,5.40
08Set11,5.41
09Set11,5.38
12Set11,5.42
13Set11,5.46
14Set11,5.50
15Set11,5.55
16Set11,5.64
19Set11,5.68
20Set11,5.68
21Set11,5.73
22Set11,5.93
23Set11,5.83
26Set11,5.80
27Set11,5.75
28Set11,5.87
29Set11,5.86
30Set11,5.86
03Oct11,5.93
04Oct11,5.88
05Oct11,5.86
06Oct11,5.78
07Oct11,5.75
10Oct11,5.73
11Oct11,5.73
12Oct11,5.71
13Oct11,5.65
14Oct11,5.63
17Oct11,5.70
18Oct11,5.72
19Oct11,5.69
20Oct11,5.70
21Oct11,5.68
24Oct11,5.70
25Oct11,5.71
26Oct11,5.74
27Oct11,5.61
28Oct11,5.60
31Oct11,n.d.
01Nov11,n.d.
02Nov11,5.62
03Nov11,5.66
04Nov11,5.66
07Nov11,5.67
08Nov11,5.65
09Nov11,5.68
10Nov11,5.66
11Nov11,5.62
14Nov11,5.60
15Nov11,5.63
16Nov11,5.63
17Nov11,5.62
18Nov11,5.61
21Nov11,5.68
22Nov11,5.70
23Nov11,5.73
24Nov11,5.75
25Nov11,5.74
28Nov11,5.72
29Nov11,5.72
30Nov11,5.67
01Dic11,5.62
02Dic11,5.62
05Dic11,5.65
06Dic11,5.66
07Dic11,5.65
08Dic11,n.d.
09Dic11,5.64
12Dic11,5.72
13Dic11,5.73
14Dic11,5.74
15Dic11,5.73
16Dic11,5.69
19Dic11,5.70
20Dic11,5.70
21Dic11,5.70
22Dic11,5.72
23Dic11,n.d.
26Dic11,5.77
27Dic11,5.72
28Dic11,5.72
29Dic11,5.74
30Dic11,n.d.
02Ene12,5.71
03Ene12,5.67
04Ene12,5.69
05Ene12,5.66
06Ene12,5.65
09Ene12,5.66
10Ene12,5.65
11Ene12,5.68
12Ene12,5.70
13Ene12,5.73
16Ene12,5.72
17Ene12,5.72
18Ene12,5.72
19Ene12,5.70
20Ene12,5.69
23Ene12,5.69
24Ene12,5.68
25Ene12,5.74
26Ene12,5.69
27Ene12,5.66
30Ene12,5.67
31Ene12,5.65
01Feb12,5.62
02Feb12,5.60
03Feb12,5.58
06Feb12,5.62
07Feb12,5.65
08Feb12,5.62
09Feb12,5.60
10Feb12,5.57
13Feb12,5.54
14Feb12,5.58
15Feb12,5.57
16Feb12,5.57
17Feb12,5.54
20Feb12,5.53
21Feb12,5.53
22Feb12,5.51
23Feb12,5.51
24Feb12,5.48
27Feb12,5.47
28Feb12,5.47
29Feb12,5.44
01Mar12,5.45
02Mar12,5.44
05Mar12,5.44
06Mar12,5.43
07Mar12,5.45
08Mar12,5.46
09Mar12,5.39
12Mar12,5.33
13Mar12,5.32
14Mar12,5.38
15Mar12,5.40
16Mar12,5.39
19Mar12,5.36
20Mar12,5.39
21Mar12,5.37
22Mar12,5.39
23Mar12,5.43
26Mar12,5.48
27Mar12,5.43
28Mar12,5.40
29Mar12,5.43
30Mar12,5.40
02Abr12,5.43
03Abr12,5.43
04Abr12,5.44
05Abr12,n.d.
06Abr12,n.d.
09Abr12,5.42
10Abr12,5.41
11Abr12,5.40
12Abr12,5.41
13Abr12,5.37
16Abr12,5.32
17Abr12,5.25
18Abr12,5.28
19Abr12,5.28
20Abr12,5.27
23Abr12,5.26
24Abr12,5.23
25Abr12,5.20
26Abr12,5.16
27Abr12,5.14
30Abr12,n.d.
01May12,n.d.
02May12,5.03
03May12,4.99
04May12,4.96
07May12,4.98
08May12,5.04
09May12,5.09
10May12,5.09
11May12,5.10
14May12,5.15
15May12,5.13
16May12,5.14
17May12,5.15
18May12,5.17
21May12,5.20
22May12,5.22
23May12,5.28
24May12,5.34
25May12,5.34
28May12,5.30
29May12,5.24
30May12,5.31
31May12,5.30
01Jun12,5.30
04Jun12,5.25
05Jun12,5.22
06Jun12,5.14
07Jun12,5.08
08Jun12,5.12
11Jun12,5.16
12Jun12,5.18
13Jun12,5.14
14Jun12,5.13
15Jun12,5.08
18Jun12,5.03
19Jun12,5.03
20Jun12,5.04
21Jun12,5.04
22Jun12,5.19
25Jun12,5.19
26Jun12,5.20
27Jun12,5.16
28Jun12,5.18
29Jun12,n.d.
02Jul12,5.14
03Jul12,5.15
04Jul12,5.23
05Jul12,5.13
06Jul12,5.17
09Jul12,5.17
10Jul12,5.10
11Jul12,5.03
12Jul12,4.86
13Jul12,4.86
16Jul12,4.78
17Jul12,4.98
18Jul12,4.91
19Jul12,4.80
20Jul12,4.75
23Jul12,4.95
24Jul12,n.d.
25Jul12,4.82
26Jul12,4.82
27Jul12,n.d.
30Jul12,4.94
31Jul12,5.88
01Ago12,5.88
02Ago12,4.65
03Ago12,4.85
06Ago12,4.80
07Ago12,4.84
08Ago12,4.85
09Ago12,4.79
10Ago12,4.78
13Ago12,4.78
14Ago12,4.82
15Ago12,4.81
16Ago12,4.83
17Ago12,4.80
20Ago12,4.83
21Ago12,4.83
22Ago12,4.81
23Ago12,4.83
24Ago12,4.80
27Ago12,4.79
28Ago12,4.78
29Ago12,4.80
30Ago12,n.d.
31Ago12,n.d.
03Set12,4.83
04Set12,4.78
05Set12,4.78
06Set12,4.78
07Set12,4.80
10Set12,4.75
11Set12,4.75
12Set12,4.75
13Set12,4.69
14Set12,4.68
17Set12,4.68
18Set12,4.61
19Set12,4.56
20Set12,4.53
21Set12,4.59
24Set12,4.58
25Set12,4.61
26Set12,4.61
27Set12,4.61
28Set12,4.57
01Oct12,n.d.
02Oct12,n.d.
03Oct12,4.62
04Oct12,4.62
05Oct12,4.62
08Oct12,n.d.
09Oct12,4.61
10Oct12,4.62
11Oct12,4.60
12Oct12,4.65
15Oct12,4.65
16Oct12,4.53
17Oct12,4.52
18Oct12,4.51
19Oct12,4.45
22Oct12,4.50
23Oct12,4.47
24Oct12,4.47
25Oct12,4.50
26Oct12,4.56
29Oct12,4.56
30Oct12,4.51
31Oct12,4.51
01Nov12,n.d.
02Nov12,n.d.
05Nov12,4.51
06Nov12,4.52
07Nov12,4.48
08Nov12,4.50
09Nov12,4.55
12Nov12,4.55
13Nov12,4.51
14Nov12,4.50
15Nov12,4.45
16Nov12,4.45
19Nov12,4.51
20Nov12,4.44
21Nov12,4.45
22Nov12,4.46
23Nov12,4.44
26Nov12,4.40
27Nov12,4.39
28Nov12,4.40
29Nov12,4.37
30Nov12,4.31
03Dic12,4.27
04Dic12,4.23
05Dic12,4.21
06Dic12,4.18
07Dic12,4.20
10Dic12,4.23
11Dic12,4.19
12Dic12,4.15
13Dic12,4.13
14Dic12,4.13
17Dic12,4.12
18Dic12,4.13
19Dic12,4.13
20Dic12,4.12
21Dic12,4.17
24Dic12,n.d.
25Dic12,n.d.
26Dic12,4.11
27Dic12,4.10
28Dic12,n.d.
31Dic12,n.d.
01Ene13,n.d.
02Ene13,4.09
03Ene13,4.10
04Ene13,4.13
07Ene13,4.10
08Ene13,4.13
09Ene13,4.10
10Ene13,4.05
11Ene13,4.03
14Ene13,4.02
15Ene13,3.98
16Ene13,4.00
17Ene13,4.04
18Ene13,4.01
21Ene13,4.00
22Ene13,4.01
23Ene13,4.02
24Ene13,4.02
25Ene13,4.16
28Ene13,4.15
29Ene13,4.12
30Ene13,4.14
31Ene13,4.09
01Feb13,4.05
04Feb13,4.09
05Feb13,4.11
06Feb13,4.12
07Feb13,4.11
08Feb13,4.12
11Feb13,n.d.
12Feb13,4.13
13Feb13,4.17
14Feb13,4.20
15Feb13,4.12
18Feb13,4.16
19Feb13,4.13
20Feb13,4.18
21Feb13,4.14
22Feb13,4.15
25Feb13,4.19
26Feb13,4.30
27Feb13,4.23
28Feb13,4.18
01Mar13,4.13
04Mar13,4.15
05Mar13,4.14
06Mar13,4.15
07Mar13,4.15
08Mar13,4.16
11Mar13,4.16
12Mar13,4.18
13Mar13,4.15
14Mar13,4.15
15Mar13,4.13
18Mar13,4.12
19Mar13,4.15
20Mar13,4.16
21Mar13,4.15
22Mar13,4.16
25Mar13,4.17
26Mar13,4.15
27Mar13,4.13
28Mar13,n.d.
29Mar13,n.d.
01Abr13,4.13
02Abr13,4.12
03Abr13,4.12
04Abr13,4.12
05Abr13,4.09
08Abr13,4.08
09Abr13,4.08
10Abr13,4.06
11Abr13,4.05
12Abr13,4.05
15Abr13,4.03
16Abr13,4.04
17Abr13,4.01
18Abr13,3.98
19Abr13,3.94
22Abr13,3.96
23Abr13,3.97
24Abr13,3.99
25Abr13,4.07
26Abr13,4.10
29Abr13,4.14
30Abr13,4.11
01May13,n.d.
02May13,4.10
03May13,4.07
06May13,4.06
07May13,4.07
08May13,4.03
09May13,4.03
10May13,4.07
13May13,4.07
14May13,4.05
15May13,4.01
16May13,3.99
17May13,4.02
20May13,4.07
21May13,4.11
22May13,4.15
23May13,4.32
24May13,4.38
27May13,4.45
28May13,4.38
29May13,4.45
30May13,4.75
31May13,4.81
03Jun13,4.80
04Jun13,4.89
05Jun13,4.97
06Jun13,5.27
07Jun13,4.97
10Jun13,5.28
11Jun13,5.36
12Jun13,5.38
13Jun13,5.26
14Jun13,5.12
17Jun13,5.14
18Jun13,5.26
19Jun13,5.20
20Jun13,5.60
21Jun13,5.73
24Jun13,5.91
25Jun13,5.76
26Jun13,5.62
27Jun13,5.56
28Jun13,n.d.
01Jul13,5.49
02Jul13,5.48
03Jul13,5.47
04Jul13,5.40
05Jul13,5.52
08Jul13,5.38
09Jul13,5.21
10Jul13,5.21
11Jul13,5.18
12Jul13,5.18
15Jul13,5.20
16Jul13,5.24
17Jul13,5.15
18Jul13,5.17
19Jul13,5.26
22Jul13,5.19
23Jul13,5.09
24Jul13,5.13
25Jul13,5.15
26Jul13,5.16
29Jul13,n.d.
30Jul13,n.d.
31Jul13,5.20
01Ago13,5.18
02Ago13,5.18
05Ago13,5.14
06Ago13,5.14
07Ago13,5.22
08Ago13,5.26
09Ago13,5.20
12Ago13,5.29
13Ago13,5.20
14Ago13,5.31
15Ago13,5.40
16Ago13,5.52
19Ago13,5.60
20Ago13,5.55
21Ago13,5.75
22Ago13,5.70
23Ago13,5.70
26Ago13,5.70
27Ago13,5.83
28Ago13,5.88
29Ago13,5.98
30Ago13,n.d.
02Set13,6.01
03Set13,6.01
04Set13,6.01
05Set13,6.08
06Set13,6.00
09Set13,5.98
10Set13,6.02
11Set13,5.97
12Set13,5.69
13Set13,5.60
16Set13,5.39
17Set13,5.39
18Set13,5.42
19Set13,5.16
20Set13,5.12
23Set13,5.13
24Set13,5.23
25Set13,5.25
26Set13,5.30
27Set13,5.37
30Set13,5.48
01Oct13,5.25
02Oct13,5.36
03Oct13,5.30
04Oct13,5.40
07Oct13,5.38
08Oct13,n.d.
09Oct13,5.78
10Oct13,5.51
11Oct13,5.45
14Oct13,5.45
15Oct13,5.42
16Oct13,5.36
17Oct13,5.26
18Oct13,5.29
21Oct13,5.32
22Oct13,5.24
23Oct13,5.17
24Oct13,5.13
25Oct13,5.10
28Oct13,5.07
29Oct13,5.19
30Oct13,5.18
31Oct13,5.37
01Nov13,n.d.
04Nov13,5.37
05Nov13,5.44
06Nov13,5.41
07Nov13,5.41
08Nov13,5.56
11Nov13,5.56
12Nov13,5.54
13Nov13,5.46
14Nov13,5.45
15Nov13,5.44
18Nov13,5.44
19Nov13,5.46
20Nov13,5.45
21Nov13,5.50
22Nov13,5.49
25Nov13,5.50
26Nov13,5.49
27Nov13,5.47
28Nov13,5.47
29Nov13,5.43
02Dic13,5.47
03Dic13,5.55
04Dic13,5.58
05Dic13,5.58
06Dic13,5.56
09Dic13,5.63
10Dic13,5.66
11Dic13,5.61
12Dic13,5.66
13Dic13,5.67
16Dic13,5.71
17Dic13,5.63
18Dic13,5.67
19Dic13,5.67
20Dic13,5.66
23Dic13,5.53
24Dic13,5.53
25Dic13,n.d.
26Dic13,5.60
27Dic13,5.54
30Dic13,5.60
31Dic13,n.d.
01Ene14,n.d.
02Ene14,5.49
03Ene14,5.50
06Ene14,5.55
07Ene14,5.58
08Ene14,5.65
09Ene14,5.55
10Ene14,5.52
13Ene14,5.55
14Ene14,5.58
15Ene14,5.63
16Ene14,5.62
17Ene14,5.61
20Ene14,5.68
21Ene14,5.63
22Ene14,5.67
23Ene14,5.60
24Ene14,5.80
27Ene14,5.96
28Ene14,6.12
29Ene14,6.21
30Ene14,6.12
31Ene14,6.22
03Feb14,6.40
04Feb14,6.37
05Feb14,6.39
06Feb14,6.36
07Feb14,6.35
10Feb14,6.38
11Feb14,6.41
12Feb14,6.37
13Feb14,6.44
14Feb14,6.50
17Feb14,6.40
18Feb14,6.38
19Feb14,6.38
20Feb14,6.52
21Feb14,6.68
24Feb14,6.67
25Feb14,6.56
26Feb14,6.46
27Feb14,6.34
28Feb14,6.15
03Mar14,6.20
04Mar14,6.20
05Mar14,6.18
06Mar14,6.15
07Mar14,6.22
10Mar14,6.27
11Mar14,6.24
12Mar14,6.25
13Mar14,6.26
14Mar14,6.21
17Mar14,6.20
18Mar14,6.17
19Mar14,6.07
20Mar14,6.20
21Mar14,6.14
24Mar14,6.24
25Mar14,6.14
26Mar14,6.09
27Mar14,6.02
28Mar14,6.02
31Mar14,5.99
01Abr14,6.05
02Abr14,6.06
03Abr14,6.07
04Abr14,6.05
07Abr14,5.98
08Abr14,5.91
09Abr14,5.88
10Abr14,5.87
11Abr14,5.94
14Abr14,5.94
15Abr14,5.96
16Abr14,6.01
17Abr14,n.d.
18Abr14,n.d.
21Abr14,6.01
22Abr14,5.64
23Abr14,5.92
24Abr14,5.95
25Abr14,5.89
28Abr14,5.99
29Abr14,5.99
30Abr14,5.91
01May14,n.d.
02May14,5.81
05May14,5.82
06May14,5.80
07May14,5.75
08May14,5.78
09May14,5.76
12May14,5.77
13May14,5.66
14May14,5.66
15May14,5.64
16May14,5.61
19May14,5.62
20May14,5.64
21May14,5.59
22May14,5.54
23May14,5.53
26May14,5.61
27May14,5.56
28May14,5.48
29May14,5.43
30May14,5.40
02Jun14,5.40
03Jun14,5.41
04Jun14,5.50
05Jun14,5.46
06Jun14,5.41
09Jun14,5.38
10Jun14,5.40
11Jun14,5.35
12Jun14,5.29
13Jun14,5.30
16Jun14,5.31
17Jun14,5.37
18Jun14,5.38
19Jun14,5.32
20Jun14,5.39
23Jun14,5.37
24Jun14,5.39
25Jun14,5.38
26Jun14,5.33
27Jun14,5.40
30Jun14,5.28
01Jul14,5.26
02Jul14,5.34
03Jul14,5.28
04Jul14,5.26
07Jul14,5.25
08Jul14,5.24
09Jul14,5.28
10Jul14,5.24
11Jul14,5.17
14Jul14,5.12
15Jul14,5.07
16Jul14,5.05
17Jul14,5.11
18Jul14,5.12
21Jul14,5.09
22Jul14,5.11
23Jul14,5.11
24Jul14,5.12
25Jul14,5.10
28Jul14,n.d.
29Jul14,n.d.
30Jul14,5.19
31Jul14,5.20
01Ago14,5.21
04Ago14,5.22
05Ago14,5.22
06Ago14,5.17
07Ago14,5.18
08Ago14,5.25
11Ago14,5.24
12Ago14,5.23
13Ago14,5.21
14Ago14,5.17
15Ago14,5.15
18Ago14,5.18
19Ago14,5.14
20Ago14,5.20
21Ago14,5.20
22Ago14,5.20
25Ago14,5.19
26Ago14,5.17
27Ago14,5.20
28Ago14,5.21
29Ago14,5.22
01Set14,5.18
02Set14,5.19
03Set14,5.18
04Set14,5.17
05Set14,5.16
08Set14,5.13
09Set14,5.17
10Set14,5.19
11Set14,5.20
12Set14,5.28
15Set14,5.35
16Set14,5.32
17Set14,5.32
18Set14,5.40
19Set14,5.38
22Set14,5.39
23Set14,5.46
24Set14,5.49
25Set14,5.57
26Set14,5.60
29Set14,5.64
30Set14,5.61
01Oct14,5.57
02Oct14,5.56
03Oct14,5.54
06Oct14,5.46
07Oct14,5.39
08Oct14,n.d.
09Oct14,5.28
10Oct14,5.34
13Oct14,5.34
14Oct14,5.32
15Oct14,5.27
16Oct14,5.30
17Oct14,5.25
20Oct14,5.28
21Oct14,5.25
22Oct14,5.24
23Oct14,5.35
24Oct14,5.34
27Oct14,5.34
28Oct14,5.36
29Oct14,5.35
30Oct14,5.46
31Oct14,5.33
03Nov14,5.43
04Nov14,5.47
05Nov14,5.55
06Nov14,5.55
07Nov14,5.48
10Nov14,5.46
11Nov14,5.47
12Nov14,5.48
13Nov14,5.51
14Nov14,5.47
17Nov14,5.43
18Nov14,5.42
19Nov14,5.46
20Nov14,5.45
21Nov14,5.43
24Nov14,5.43
25Nov14,5.36
26Nov14,5.30
27Nov14,5.33
28Nov14,5.31
01Dic14,5.21
02Dic14,5.24
03Dic14,5.24
04Dic14,5.26
05Dic14,5.28
08Dic14,n.d.
09Dic14,5.27
10Dic14,5.29
11Dic14,5.40
12Dic14,5.39
15Dic14,5.43
16Dic14,5.49
17Dic14,5.41
18Dic14,5.37
19Dic14,5.39
22Dic14,5.38
23Dic14,5.39
24Dic14,5.40
25Dic14,n.d.
26Dic14,5.44
29Dic14,5.40
30Dic14,5.43
31Dic14,5.44
01Ene15,n.d.
02Ene15,n.d.
05Ene15,5.45
06Ene15,5.40
07Ene15,5.41
08Ene15,5.43
09Ene15,5.45
12Ene15,5.47
13Ene15,5.47
14Ene15,5.41
15Ene15,5.44
16Ene15,5.22
19Ene15,5.22
20Ene15,5.19
21Ene15,5.25
22Ene15,5.25
23Ene15,5.17
26Ene15,5.19
27Ene15,5.08
28Ene15,5.12
29Ene15,5.17
30Ene15,5.15
02Feb15,5.20
03Feb15,5.18
04Feb15,5.19
05Feb15,5.23
06Feb15,5.27
09Feb15,5.31
10Feb15,5.27
11Feb15,5.25
12Feb15,5.24
13Feb15,5.26
16Feb15,5.17
17Feb15,5.28
18Feb15,5.36
19Feb15,5.40
20Feb15,5.38
23Feb15,5.38
24Feb15,5.36
25Feb15,5.35
26Feb15,5.34
27Feb15,5.29
02Mar15,5.31
03Mar15,5.35
04Mar15,5.40
05Mar15,5.39
06Mar15,5.39
09Mar15,5.39
10Mar15,5.39
11Mar15,5.39
12Mar15,5.50
13Mar15,5.61
16Mar15,5.70
17Mar15,5.65
18Mar15,5.63
19Mar15,5.67
20Mar15,5.62
23Mar15,5.61
24Mar15,5.61
25Mar15,5.57
26Mar15,5.63
27Mar15,5.63
30Mar15,5.57
31Mar15,5.57
01Abr15,5.52
02Abr15,5.39
03Abr15,5.56
06Abr15,5.39
07Abr15,5.45
08Abr15,5.43
09Abr15,5.45
10Abr15,5.46
13Abr15,5.49
14Abr15,5.47
15Abr15,5.50
16Abr15,5.55
17Abr15,5.53
20Abr15,5.56
21Abr15,5.59
22Abr15,5.60
23Abr15,5.63
24Abr15,5.64
27Abr15,5.65
28Abr15,5.63
29Abr15,5.67
30Abr15,5.68
01May15,n.d.
04May15,5.80
05May15,5.85
06May15,5.90
07May15,5.90
08May15,5.84
11May15,5.90
12May15,5.89
13May15,5.92
14May15,5.92
15May15,5.87
18May15,5.90
19May15,5.91
20May15,5.94
21May15,5.93
22May15,5.93
25May15,5.92
26May15,5.94
27May15,5.93
28May15,5.93
29May15,5.92
01Jun15,5.96
02Jun15,6.02
03Jun15,6.10
04Jun15,6.05
05Jun15,6.05
08Jun15,6.09
09Jun15,6.20
10Jun15,6.17
11Jun15,6.17
12Jun15,6.14
15Jun15,6.15
16Jun15,6.17
17Jun15,6.19
18Jun15,6.20
19Jun15,6.16
22Jun15,6.22
23Jun15,6.19
24Jun15,6.28
25Jun15,6.32
26Jun15,6.35
29Jun15,n.d.
30Jun15,6.43
01Jul15,6.46
02Jul15,6.51
03Jul15,6.51
06Jul15,6.50
07Jul15,6.54
08Jul15,6.53
09Jul15,6.54
10Jul15,6.56
13Jul15,6.56
14Jul15,6.51
15Jul15,6.54
16Jul15,6.53
17Jul15,6.42
20Jul15,6.40
21Jul15,6.41
22Jul15,6.33
23Jul15,6.32
24Jul15,6.37
27Jul15,n.d.
28Jul15,n.d.
29Jul15,n.d.
30Jul15,6.45
31Jul15,6.44
03Ago15,6.45
04Ago15,6.43
05Ago15,6.43
06Ago15,6.45
07Ago15,6.44
10Ago15,6.47
11Ago15,6.47
12Ago15,6.48
13Ago15,6.53
14Ago15,6.57
17Ago15,6.63
18Ago15,6.74
19Ago15,6.63
20Ago15,6.67
21Ago15,6.74
24Ago15,6.88
25Ago15,6.81
26Ago15,6.98
27Ago15,6.99
28Ago15,7.07
31Ago15,7.06
01Set15,7.17
02Set15,7.16
03Set15,7.28
04Set15,7.22
07Set15,7.16
08Set15,7.29
09Set15,7.30
10Set15,7.30
11Set15,7.38
14Set15,7.34
15Set15,7.35
16Set15,7.29
17Set15,7.27
18Set15,7.08
21Set15,7.11
22Set15,7.15
23Set15,7.21
24Set15,7.21
25Set15,7.23
28Set15,7.24
29Set15,7.27
30Set15,7.17
01Oct15,7.17
02Oct15,7.16
05Oct15,7.21
06Oct15,7.15
07Oct15,7.17
08Oct15,7.22
09Oct15,7.22
12Oct15,7.17
13Oct15,7.17
14Oct15,7.13
15Oct15,7.06
16Oct15,7.00
19Oct15,7.22
20Oct15,6.94
21Oct15,6.90
22Oct15,6.86
23Oct15,6.76
26Oct15,6.78
27Oct15,6.69
28Oct15,6.81
29Oct15,6.75
30Oct15,6.70
02Nov15,6.81
03Nov15,6.71
04Nov15,6.79
05Nov15,6.85
06Nov15,6.85
09Nov15,6.89
10Nov15,6.83
11Nov15,6.81
12Nov15,6.75
13Nov15,6.85
16Nov15,6.85
17Nov15,6.61
18Nov15,6.62
19Nov15,6.64
20Nov15,6.64
23Nov15,6.49
24Nov15,6.48
25Nov15,6.52
26Nov15,6.54
27Nov15,6.53
30Nov15,6.50
01Dic15,6.57
02Dic15,6.55
03Dic15,6.55
04Dic15,6.55
07Dic15,6.57
08Dic15,n.d.
09Dic15,6.57
10Dic15,6.60
11Dic15,6.52
14Dic15,6.68
15Dic15,6.68
16Dic15,6.80
17Dic15,6.79
18Dic15,6.76
21Dic15,6.79
22Dic15,6.78
23Dic15,6.79
24Dic15,6.80
25Dic15,6.80
28Dic15,6.80
29Dic15,6.85
30Dic15,6.95
31Dic15,6.85
01Ene16,n.d.
04Ene16,7.01
05Ene16,6.88
06Ene16,6.90
07Ene16,6.93
08Ene16,7.00
11Ene16,7.00
12Ene16,7.05
13Ene16,7.05
14Ene16,7.01
15Ene16,7.01
18Ene16,7.05
19Ene16,7.06
20Ene16,7.06
21Ene16,7.06
22Ene16,7.09
25Ene16,7.10
26Ene16,7.14
27Ene16,7.17
28Ene16,7.25
29Ene16,6.58
01Feb16,7.29
02Feb16,7.20
03Feb16,7.15
04Feb16,7.07
05Feb16,7.00
08Feb16,7.05
09Feb16,7.08
10Feb16,7.11
11Feb16,7.16
12Feb16,7.65
15Feb16,7.48
16Feb16,7.49
17Feb16,7.51
18Feb16,7.51
19Feb16,7.49
22Feb16,7.51
23Feb16,7.48
24Feb16,7.52
25Feb16,7.55
26Feb16,7.51
29Feb16,7.46
01Mar16,7.47
02Mar16,7.41
03Mar16,7.39
04Mar16,7.31
07Mar16,7.30
08Mar16,7.27
09Mar16,7.20
10Mar16,7.18
11Mar16,7.10
14Mar16,7.14
15Mar16,7.14
