Fecha,Tasas de interés - Rendimiento del Bono del gobierno peruano a 10 años (en S/)
16Mar16,7.11
17Mar16,6.95
18Mar16,6.94
21Mar16,7.02
22Mar16,7.06
23Mar16,7.03
24Mar16,n.d.
25Mar16,n.d.
28Mar16,7.09
29Mar16,7.01
30Mar16,6.95
31Mar16,6.85
01Abr16,6.90
04Abr16,6.95
05Abr16,7.05
06Abr16,7.00
07Abr16,7.02
08Abr16,6.94
11Abr16,6.57
12Abr16,6.60
13Abr16,6.60
14Abr16,6.52
15Abr16,6.53
18Abr16,6.43
19Abr16,6.19
20Abr16,6.21
21Abr16,6.23
22Abr16,6.36
25Abr16,6.35
26Abr16,6.32
27Abr16,6.23
28Abr16,6.22
29Abr16,6.22
02May16,6.22
03May16,6.29
04May16,6.40
05May16,6.40
06May16,6.40
09May16,6.27
10May16,6.22
11May16,6.19
12May16,6.22
13May16,6.19
16May16,6.13
17May16,6.10
18May16,6.10
19May16,6.12
20May16,6.31
23May16,6.30
24May16,6.29
25May16,6.32
26May16,6.36
27May16,6.37
30May16,6.37
31May16,6.29
01Jun16,6.33
02Jun16,6.19
03Jun16,6.08
06Jun16,6.09
07Jun16,6.04
08Jun16,6.01
09Jun16,6.07
10Jun16,6.10
13Jun16,6.08
14Jun16,6.12
15Jun16,6.11
16Jun16,6.16
17Jun16,6.09
20Jun16,6.08
21Jun16,6.09
22Jun16,6.09
23Jun16,6.04
24Jun16,6.11
27Jun16,6.04
28Jun16,6.00
29Jun16,6.11
30Jun16,5.83
01Jul16,5.70
04Jul16,6.11
05Jul16,5.75
06Jul16,5.77
07Jul16,5.79
08Jul16,5.74
11Jul16,5.74
12Jul16,5.76
13Jul16,5.77
14Jul16,5.73
15Jul16,5.70
18Jul16,5.75
19Jul16,5.70
20Jul16,5.74
21Jul16,5.69
22Jul16,5.71
25Jul16,5.73
26Jul16,5.74
27Jul16,5.76
28Jul16,5.75
29Jul16,5.75
01Ago16,5.68
02Ago16,5.66
03Ago16,5.75
04Ago16,5.60
05Ago16,5.60
08Ago16,5.62
09Ago16,5.65
10Ago16,5.64
11Ago16,5.65
12Ago16,5.64
15Ago16,5.60
16Ago16,5.57
17Ago16,5.60
18Ago16,5.60
19Ago16,5.58
22Ago16,5.60
23Ago16,5.61
24Ago16,5.58
25Ago16,5.63
26Ago16,5.64
29Ago16,5.67
30Ago16,5.67
31Ago16,5.79
01Set16,5.85
02Set16,5.85
05Set16,5.85
06Set16,5.80
07Set16,5.67
08Set16,5.64
09Set16,5.75
12Set16,5.80
13Set16,5.82
14Set16,5.85
15Set16,5.84
16Set16,5.84
19Set16,5.87
20Set16,5.86
21Set16,5.79
22Set16,5.77
23Set16,5.82
26Set16,5.82
27Set16,5.79
28Set16,5.77
29Set16,5.69
30Set16,5.72
03Oct16,5.71
04Oct16,5.70
05Oct16,5.68
06Oct16,5.73
07Oct16,5.74
10Oct16,5.73
11Oct16,5.70
12Oct16,5.71
13Oct16,5.71
14Oct16,5.68
17Oct16,5.73
18Oct16,5.75
19Oct16,5.74
20Oct16,5.70
21Oct16,5.70
24Oct16,5.89
25Oct16,5.89
26Oct16,5.90
27Oct16,5.94
28Oct16,5.94
31Oct16,5.92
01Nov16,5.95
02Nov16,5.90
03Nov16,5.89
04Nov16,5.88
07Nov16,5.88
08Nov16,5.87
09Nov16,5.91
10Nov16,6.29
11Nov16,6.37
14Nov16,6.65
15Nov16,6.67
16Nov16,6.64
17Nov16,6.61
18Nov16,6.61
21Nov16,6.49
22Nov16,6.43
23Nov16,6.47
24Nov16,6.54
25Nov16,6.46
28Nov16,6.43
29Nov16,6.43
30Nov16,6.44
01Dic16,6.48
02Dic16,6.46
05Dic16,6.43
06Dic16,6.41
07Dic16,6.39
08Dic16,n.d.
09Dic16,6.39
12Dic16,6.38
13Dic16,6.39
14Dic16,6.38
15Dic16,6.50
16Dic16,6.50
19Dic16,6.45
20Dic16,6.47
21Dic16,6.45
22Dic16,6.46
23Dic16,6.46
26Dic16,6.43
27Dic16,6.45
28Dic16,6.48
29Dic16,6.49
30Dic16,6.53
02Ene17,6.60
03Ene17,6.53
04Ene17,6.57
05Ene17,6.50
06Ene17,6.47
09Ene17,6.44
10Ene17,6.43
11Ene17,6.41
12Ene17,6.30
13Ene17,6.30
16Ene17,6.34
17Ene17,6.27
18Ene17,6.34
19Ene17,6.33
20Ene17,6.30
23Ene17,6.23
24Ene17,6.24
25Ene17,6.26
26Ene17,6.24
27Ene17,6.24
30Ene17,6.20
31Ene17,6.18
01Feb17,6.18
02Feb17,6.22
03Feb17,6.25
06Feb17,6.26
07Feb17,6.29
08Feb17,6.28
09Feb17,6.27
10Feb17,6.25
13Feb17,6.29
14Feb17,6.27
15Feb17,6.26
16Feb17,6.27
17Feb17,6.28
20Feb17,6.30
21Feb17,6.29
22Feb17,6.26
23Feb17,6.25
24Feb17,6.23
27Feb17,6.25
28Feb17,6.26
01Mar17,6.27
02Mar17,6.26
03Mar17,6.25
06Mar17,6.23
07Mar17,6.24
08Mar17,6.25
09Mar17,6.27
10Mar17,6.26
13Mar17,6.24
14Mar17,6.23
15Mar17,6.19
16Mar17,6.09
17Mar17,6.08
20Mar17,6.07
21Mar17,6.00
22Mar17,6.00
23Mar17,6.00
24Mar17,5.96
27Mar17,5.90
28Mar17,5.85
29Mar17,5.86
30Mar17,5.87
31Mar17,5.87
03Abr17,5.87
04Abr17,5.92
05Abr17,5.91
06Abr17,5.90
07Abr17,5.78
10Abr17,5.89
11Abr17,5.91
12Abr17,5.92
13Abr17,n.d.
14Abr17,n.d.
17Abr17,5.88
18Abr17,5.86
19Abr17,5.87
20Abr17,5.88
21Abr17,5.87
24Abr17,5.87
25Abr17,5.86
26Abr17,5.88
27Abr17,5.84
28Abr17,5.76
01May17,n.d.
02May17,5.68
03May17,5.68
04May17,5.70
05May17,5.71
08May17,5.79
09May17,5.78
10May17,5.74
11May17,5.73
12May17,5.72
15May17,5.72
16May17,5.69
17May17,5.70
18May17,5.71
19May17,5.70
22May17,5.72
23May17,5.74
24May17,5.74
25May17,5.72
26May17,5.71
29May17,5.74
30May17,5.71
31May17,5.66
01Jun17,5.63
02Jun17,5.60
05Jun17,5.62
06Jun17,5.62
07Jun17,5.63
08Jun17,5.61
09Jun17,5.62
12Jun17,5.63
13Jun17,5.64
14Jun17,5.58
15Jun17,5.56
16Jun17,5.54
19Jun17,5.53
20Jun17,5.53
21Jun17,5.55
22Jun17,5.54
23Jun17,5.54
26Jun17,5.54
27Jun17,5.54
28Jun17,5.53
29Jun17,n.d.
30Jun17,n.d.
03Jul17,5.61
04Jul17,5.62
05Jul17,5.69
06Jul17,5.73
07Jul17,5.84
10Jul17,5.86
11Jul17,5.80
12Jul17,5.69
13Jul17,5.67
14Jul17,5.66
17Jul17,5.64
18Jul17,5.65
19Jul17,5.65
20Jul17,5.60
21Jul17,5.58
24Jul17,5.58
25Jul17,5.58
26Jul17,5.56
27Jul17,n.d.
28Jul17,n.d.
31Jul17,5.52
01Ago17,5.52
02Ago17,5.48
03Ago17,5.46
04Ago17,5.46
07Ago17,5.46
08Ago17,5.45
09Ago17,5.53
10Ago17,5.47
11Ago17,5.47
14Ago17,5.45
15Ago17,5.48
16Ago17,5.49
17Ago17,5.48
18Ago17,5.47
21Ago17,5.51
22Ago17,5.46
23Ago17,5.46
24Ago17,5.45
25Ago17,5.43
28Ago17,5.41
29Ago17,5.40
30Ago17,5.42
31Ago17,5.42
01Set17,5.45
04Set17,5.49
05Set17,5.45
06Set17,5.45
07Set17,5.47
08Set17,5.45
11Set17,5.38
12Set17,5.38
13Set17,5.37
14Set17,5.39
15Set17,5.38
18Set17,5.29
19Set17,5.27
20Set17,5.26
21Set17,5.18
22Set17,5.19
25Set17,5.21
26Set17,5.24
27Set17,5.29
28Set17,5.30
29Set17,5.29
02Oct17,5.30
03Oct17,5.28
04Oct17,5.27
05Oct17,5.26
06Oct17,5.29
09Oct17,5.20
10Oct17,5.17
11Oct17,5.18
12Oct17,5.19
13Oct17,5.19
16Oct17,5.21
17Oct17,5.26
18Oct17,5.25
19Oct17,5.22
20Oct17,5.25
23Oct17,5.27
24Oct17,5.29
25Oct17,5.29
26Oct17,5.30
27Oct17,5.38
30Oct17,5.37
31Oct17,5.37
01Nov17,n.d.
02Nov17,5.33
03Nov17,5.33
06Nov17,5.26
07Nov17,5.24
08Nov17,5.23
09Nov17,5.27
10Nov17,5.22
13Nov17,5.23
14Nov17,5.28
15Nov17,5.35
16Nov17,5.37
17Nov17,5.34
20Nov17,5.36
21Nov17,5.36
22Nov17,5.35
23Nov17,5.34
24Nov17,5.31
27Nov17,5.30
28Nov17,5.27
29Nov17,5.28
30Nov17,5.28
01Dic17,5.25
04Dic17,5.27
05Dic17,5.29
06Dic17,5.26
07Dic17,5.25
08Dic17,n.d.
11Dic17,5.22
12Dic17,5.18
13Dic17,5.16
14Dic17,5.21
15Dic17,5.34
18Dic17,5.37
19Dic17,5.27
20Dic17,5.29
21Dic17,5.33
22Dic17,5.27
25Dic17,n.d.
26Dic17,5.24
27Dic17,5.19
28Dic17,5.17
29Dic17,5.18
01Ene18,n.d.
02Ene18,n.d.
03Ene18,5.13
04Ene18,4.98
05Ene18,4.92
08Ene18,4.97
09Ene18,5.01
10Ene18,5.04
11Ene18,4.94
12Ene18,4.81
15Ene18,4.72
16Ene18,4.70
17Ene18,4.75
18Ene18,4.72
19Ene18,4.71
22Ene18,4.74
23Ene18,4.73
24Ene18,4.72
25Ene18,4.71
26Ene18,4.72
29Ene18,4.74
30Ene18,4.72
31Ene18,4.70
01Feb18,4.67
02Feb18,4.68
05Feb18,4.70
06Feb18,4.72
07Feb18,4.71
08Feb18,4.75
09Feb18,4.82
12Feb18,4.80
13Feb18,4.80
14Feb18,4.80
15Feb18,4.81
16Feb18,4.81
19Feb18,4.87
20Feb18,4.85
21Feb18,4.84
22Feb18,4.86
23Feb18,4.86
26Feb18,4.87
27Feb18,4.84
28Feb18,4.83
01Mar18,4.81
02Mar18,4.80
05Mar18,4.79
06Mar18,4.78
07Mar18,4.80
08Mar18,4.80
09Mar18,4.80
12Mar18,4.84
13Mar18,4.89
14Mar18,4.86
15Mar18,4.92
16Mar18,4.98
19Mar18,4.96
20Mar18,4.90
21Mar18,4.89
22Mar18,4.79
23Mar18,4.81
26Mar18,4.84
27Mar18,4.83
28Mar18,4.81
29Mar18,n.d.
30Mar18,n.d.
02Abr18,4.83
03Abr18,4.82
04Abr18,4.83
05Abr18,4.82
06Abr18,4.88
09Abr18,4.91
10Abr18,4.93
11Abr18,4.98
12Abr18,4.98
13Abr18,n.d.
16Abr18,5.01
17Abr18,5.05
18Abr18,5.15
19Abr18,5.07
20Abr18,5.07
23Abr18,5.10
24Abr18,5.17
25Abr18,5.23
26Abr18,5.23
27Abr18,5.22
30Abr18,5.20
01May18,n.d.
02May18,5.21
03May18,5.22
04May18,5.25
07May18,5.29
08May18,5.35
09May18,5.38
10May18,5.31
11May18,5.27
14May18,5.24
15May18,5.32
16May18,5.36
17May18,5.51
18May18,5.63
21May18,5.79
22May18,5.72
23May18,5.67
24May18,5.63
25May18,5.64
28May18,5.63
29May18,5.67
30May18,5.65
31May18,5.65
01Jun18,5.69
04Jun18,5.66
05Jun18,5.64
06Jun18,5.60
07Jun18,5.63
08Jun18,5.64
11Jun18,5.62
12Jun18,5.65
13Jun18,5.65
14Jun18,5.65
15Jun18,5.72
18Jun18,5.76
19Jun18,5.74
20Jun18,5.75
21Jun18,5.71
22Jun18,5.68
25Jun18,5.68
26Jun18,5.64
27Jun18,5.58
28Jun18,5.56
29Jun18,n.d.
02Jul18,5.58
03Jul18,5.54
04Jul18,5.55
05Jul18,5.54
06Jul18,5.53
09Jul18,5.47
10Jul18,5.44
11Jul18,5.47
12Jul18,5.48
13Jul18,5.46
16Jul18,5.47
17Jul18,5.47
18Jul18,5.46
19Jul18,5.50
20Jul18,5.51
23Jul18,5.51
24Jul18,5.48
25Jul18,5.44
26Jul18,5.43
27Jul18,n.d.
30Jul18,5.43
31Jul18,5.43
01Ago18,5.42
02Ago18,5.39
03Ago18,5.35
06Ago18,5.34
07Ago18,5.36
08Ago18,5.37
09Ago18,5.38
10Ago18,5.40
13Ago18,5.43
14Ago18,5.43
15Ago18,5.48
16Ago18,5.49
17Ago18,5.54
20Ago18,5.50
21Ago18,5.47
22Ago18,5.43
23Ago18,5.44
24Ago18,5.42
27Ago18,5.41
28Ago18,5.43
29Ago18,5.45
30Ago18,n.d.
31Ago18,n.d.
03Set18,5.43
04Set18,5.44
05Set18,5.42
06Set18,5.46
07Set18,5.48
10Set18,5.48
11Set18,5.50
12Set18,5.50
13Set18,5.50
14Set18,5.48
17Set18,5.50
18Set18,5.51
19Set18,5.51
20Set18,5.54
21Set18,5.55
24Set18,5.60
25Set18,5.62
26Set18,5.62
27Set18,5.61
28Set18,5.60
01Oct18,5.58
02Oct18,5.57
03Oct18,5.62
04Oct18,5.68
05Oct18,5.68
08Oct18,n.d.
09Oct18,5.67
10Oct18,5.70
11Oct18,5.73
12Oct18,5.75
15Oct18,5.76
16Oct18,5.70
17Oct18,5.70
18Oct18,5.74
19Oct18,5.72
22Oct18,5.74
23Oct18,5.77
24Oct18,5.80
25Oct18,5.79
26Oct18,5.78
29Oct18,5.83
30Oct18,5.90
31Oct18,5.89
01Nov18,n.d.
02Nov18,n.d.
05Nov18,5.83
06Nov18,5.81
07Nov18,5.78
08Nov18,5.78
09Nov18,5.78
12Nov18,5.80
13Nov18,5.82
14Nov18,5.80
15Nov18,5.79
16Nov18,5.76
19Nov18,5.72
20Nov18,5.72
21Nov18,5.66
22Nov18,5.64
23Nov18,5.62
26Nov18,5.64
27Nov18,5.63
28Nov18,5.60
29Nov18,5.69
30Nov18,5.67
03Dic18,5.67
04Dic18,5.75
05Dic18,5.74
06Dic18,5.75
07Dic18,5.78
10Dic18,5.84
11Dic18,5.83
12Dic18,5.82
13Dic18,5.85
14Dic18,5.84
17Dic18,5.79
18Dic18,5.76
19Dic18,5.77
20Dic18,5.71
21Dic18,5.69
24Dic18,n.d.
25Dic18,n.d.
26Dic18,5.66
27Dic18,5.62
28Dic18,5.65
31Dic18,5.61
01Ene19,n.d.
02Ene19,5.62
03Ene19,5.62
04Ene19,5.61
07Ene19,5.61
08Ene19,5.60
09Ene19,5.56
10Ene19,5.55
11Ene19,5.55
14Ene19,5.57
15Ene19,5.57
16Ene19,5.59
17Ene19,5.60
18Ene19,5.57
21Ene19,5.58
22Ene19,5.58
23Ene19,5.61
24Ene19,5.64
25Ene19,5.60
28Ene19,5.60
29Ene19,5.60
30Ene19,5.62
31Ene19,5.48
01Feb19,5.50
04Feb19,5.49
05Feb19,5.47
06Feb19,5.47
07Feb19,5.47
08Feb19,5.47
11Feb19,5.48
12Feb19,5.51
13Feb19,5.54
14Feb19,5.54
15Feb19,5.51
18Feb19,5.50
19Feb19,5.50
20Feb19,5.50
21Feb19,5.52
22Feb19,5.48
25Feb19,5.48
26Feb19,5.50
27Feb19,5.48
28Feb19,5.48
01Mar19,5.49
04Mar19,5.47
05Mar19,5.46
06Mar19,5.46
07Mar19,5.43
08Mar19,5.41
11Mar19,5.39
12Mar19,5.30
13Mar19,5.29
14Mar19,5.26
15Mar19,5.20
18Mar19,5.24
19Mar19,5.25
20Mar19,5.26
21Mar19,5.16
22Mar19,5.19
25Mar19,5.18
26Mar19,5.19
27Mar19,5.17
28Mar19,5.24
29Mar19,5.24
01Abr19,5.21
02Abr19,5.21
03Abr19,5.20
04Abr19,5.18
05Abr19,5.18
08Abr19,5.17
09Abr19,5.18
10Abr19,5.18
11Abr19,5.20
12Abr19,5.27
15Abr19,5.26
16Abr19,5.29
17Abr19,5.27
18Abr19,n.d.
19Abr19,n.d.
22Abr19,5.26
23Abr19,5.22
24Abr19,5.26
25Abr19,5.26
26Abr19,5.21
29Abr19,5.17
30Abr19,5.14
01May19,n.d.
02May19,5.18
03May19,5.16
06May19,5.18
07May19,5.21
08May19,5.21
09May19,5.24
10May19,5.20
13May19,5.23
14May19,5.19
15May19,5.16
16May19,5.16
17May19,5.15
20May19,5.13
21May19,5.11
22May19,5.13
23May19,5.11
24May19,5.07
27May19,5.07
28May19,5.02
29May19,5.01
30May19,5.04
31May19,5.05
03Jun19,5.07
04Jun19,5.03
05Jun19,5.06
06Jun19,5.01
07Jun19,4.95
10Jun19,5.01
11Jun19,4.94
12Jun19,4.86
13Jun19,4.82
14Jun19,4.71
17Jun19,4.76
18Jun19,4.72
19Jun19,4.73
20Jun19,4.57
21Jun19,4.61
24Jun19,4.62
25Jun19,4.63
26Jun19,4.72
27Jun19,4.77
28Jun19,4.76
01Jul19,4.66
02Jul19,4.62
03Jul19,4.55
04Jul19,4.54
05Jul19,4.55
08Jul19,4.53
09Jul19,4.54
10Jul19,4.54
11Jul19,4.56
12Jul19,4.54
15Jul19,4.46
16Jul19,4.44
17Jul19,4.37
18Jul19,4.29
19Jul19,4.24
22Jul19,4.25
23Jul19,4.28
24Jul19,4.33
25Jul19,4.28
26Jul19,4.28
29Jul19,n.d.
30Jul19,n.d.
31Jul19,4.41
01Ago19,4.41
02Ago19,4.44
05Ago19,4.48
06Ago19,4.38
07Ago19,4.34
08Ago19,4.32
09Ago19,4.20
12Ago19,4.12
13Ago19,4.11
14Ago19,4.11
15Ago19,4.14
16Ago19,4.10
19Ago19,4.18
20Ago19,4.17
21Ago19,4.17
22Ago19,4.17
23Ago19,4.16
26Ago19,4.20
27Ago19,4.20
28Ago19,4.18
29Ago19,n.d.
30Ago19,n.d.
02Set19,4.20
03Set19,4.16
04Set19,4.09
05Set19,4.08
06Set19,4.05
09Set19,4.06
10Set19,4.08
11Set19,4.05
12Set19,4.05
13Set19,4.09
16Set19,4.15
17Set19,4.16
18Set19,4.18
19Set19,4.22
20Set19,4.21
23Set19,4.19
24Set19,4.17
25Set19,4.21
26Set19,4.25
27Set19,4.30
30Set19,4.25
01Oct19,4.18
02Oct19,4.22
03Oct19,4.16
04Oct19,4.12
07Oct19,4.07
08Oct19,n.d.
09Oct19,4.02
10Oct19,3.93
11Oct19,4.00
14Oct19,3.98
15Oct19,4.04
16Oct19,3.94
17Oct19,3.92
18Oct19,3.95
21Oct19,4.01
22Oct19,4.06
23Oct19,4.09
24Oct19,4.10
25Oct19,4.14
28Oct19,4.19
29Oct19,4.19
30Oct19,4.25
31Oct19,n.d.
01Nov19,n.d.
04Nov19,4.16
05Nov19,4.19
06Nov19,4.22
07Nov19,4.27
08Nov19,4.19
11Nov19,4.21
12Nov19,4.26
13Nov19,4.40
14Nov19,4.36
15Nov19,4.26
18Nov19,4.27
19Nov19,4.22
20Nov19,4.23
21Nov19,4.22
22Nov19,4.23
25Nov19,4.20
26Nov19,4.18
27Nov19,4.24
28Nov19,4.21
29Nov19,4.27
02Dic19,4.27
03Dic19,4.23
04Dic19,4.21
05Dic19,4.25
06Dic19,4.27
09Dic19,4.23
10Dic19,4.19
11Dic19,4.19
12Dic19,4.21
13Dic19,4.18
16Dic19,4.15
17Dic19,4.18
18Dic19,4.20
19Dic19,4.61
20Dic19,4.59
23Dic19,4.58
24Dic19,4.56
25Dic19,n.d.
26Dic19,4.55
27Dic19,4.56
30Dic19,4.62
31Dic19,4.64
01Ene20,n.d.
02Ene20,4.56
03Ene20,4.57
06Ene20,4.55
07Ene20,4.53
08Ene20,4.57
09Ene20,4.57
10Ene20,4.55
13Ene20,4.56
14Ene20,4.57
15Ene20,4.56
16Ene20,4.56
17Ene20,4.53
20Ene20,4.51
21Ene20,4.47
22Ene20,4.48
23Ene20,4.48
24Ene20,4.47
27Ene20,4.48
28Ene20,4.39
29Ene20,4.37
30Ene20,4.37
31Ene20,4.36
03Feb20,4.30
04Feb20,4.30
05Feb20,4.28
06Feb20,4.31
07Feb20,4.30
10Feb20,4.28
11Feb20,4.29
12Feb20,4.29
13Feb20,4.29
14Feb20,4.27
17Feb20,4.22
18Feb20,4.18
19Feb20,4.19
20Feb20,4.21
21Feb20,4.21
24Feb20,4.14
25Feb20,4.15
26Feb20,4.19
27Feb20,4.23
28Feb20,4.52
02Mar20,4.28
03Mar20,4.18
04Mar20,4.05
05Mar20,4.05
06Mar20,4.10
09Mar20,4.22
10Mar20,4.33
11Mar20,4.51
12Mar20,5.21
13Mar20,5.22
16Mar20,6.00
17Mar20,5.87
18Mar20,6.50
19Mar20,6.10
20Mar20,5.90
23Mar20,6.10
24Mar20,6.00
25Mar20,5.10
26Mar20,4.80
27Mar20,4.95
30Mar20,5.20
31Mar20,5.25
01Abr20,5.70
02Abr20,5.81
03Abr20,5.90
06Abr20,5.95
07Abr20,5.55
08Abr20,5.43
09Abr20,n.d.
10Abr20,n.d.
13Abr20,4.90
14Abr20,4.52
15Abr20,4.75
16Abr20,4.70
17Abr20,4.65
20Abr20,4.64
21Abr20,4.75
22Abr20,4.72
23Abr20,4.70
24Abr20,4.72
27Abr20,4.76
28Abr20,4.82
29Abr20,4.74
30Abr20,4.80
01May20,n.d.
04May20,4.90
05May20,4.73
06May20,4.77
07May20,4.70
08May20,4.44
11May20,4.39
12May20,4.38
13May20,4.40
14May20,4.41
15May20,4.40
18May20,4.38
19May20,4.40
20May20,4.36
21May20,4.27
22May20,4.30
25May20,4.24
26May20,4.24
27May20,4.30
28May20,4.27
29May20,4.31
01Jun20,4.36
02Jun20,4.35
03Jun20,4.33
04Jun20,4.41
05Jun20,4.40
08Jun20,4.40
09Jun20,4.43
10Jun20,4.37
11Jun20,4.40
12Jun20,4.42
15Jun20,4.41
16Jun20,4.39
17Jun20,4.42
18Jun20,4.38
19Jun20,4.36
22Jun20,4.37
23Jun20,4.38
24Jun20,4.38
25Jun20,4.38
26Jun20,4.41
29Jun20,n.d.
30Jun20,4.44
01Jul20,4.44
02Jul20,4.47
03Jul20,4.49
06Jul20,4.50
07Jul20,4.45
08Jul20,4.38
09Jul20,4.34
10Jul20,4.36
13Jul20,4.34
14Jul20,4.37
15Jul20,4.30
16Jul20,4.24
17Jul20,4.14
20Jul20,4.14
21Jul20,4.16
22Jul20,4.16
23Jul20,4.11
24Jul20,4.04
27Jul20,4.01
28Jul20,n.d.
29Jul20,3.97
30Jul20,3.95
31Jul20,3.93
03Ago20,3.92
04Ago20,3.92
05Ago20,3.92
06Ago20,4.05
07Ago20,4.16
10Ago20,4.18
11Ago20,4.10
12Ago20,4.08
13Ago20,4.08
14Ago20,4.08
17Ago20,4.08
18Ago20,4.08
19Ago20,4.08
20Ago20,4.09
21Ago20,4.12
24Ago20,4.11
25Ago20,4.14
26Ago20,4.11
27Ago20,4.09
28Ago20,4.03
31Ago20,3.99
01Set20,4.02
02Set20,4.07
03Set20,4.12
04Set20,4.17
07Set20,4.20
08Set20,4.13
09Set20,4.05
10Set20,4.12
11Set20,4.20
14Set20,4.17
15Set20,4.16
16Set20,4.19
17Set20,4.16
18Set20,4.16
21Set20,4.20
22Set20,4.28
23Set20,4.34
24Set20,4.30
25Set20,4.23
28Set20,4.27
29Set20,4.24
30Set20,4.33
01Oct20,4.30
02Oct20,4.32
05Oct20,4.27
06Oct20,4.25
07Oct20,4.22
08Oct20,4.10
09Oct20,4.04
12Oct20,4.08
13Oct20,4.15
14Oct20,4.12
15Oct20,4.15
16Oct20,4.17
19Oct20,4.19
20Oct20,4.27
21Oct20,4.34
22Oct20,4.30
23Oct20,4.21
26Oct20,4.21
27Oct20,4.17
28Oct20,4.24
29Oct20,4.20
30Oct20,4.22
02Nov20,4.17
03Nov20,4.05
04Nov20,4.00
05Nov20,3.85
06Nov20,3.94
09Nov20,3.94
10Nov20,4.00
11Nov20,4.08
12Nov20,4.09
13Nov20,4.16
16Nov20,4.24
17Nov20,4.07
18Nov20,4.05
19Nov20,4.07
20Nov20,4.02
23Nov20,4.00
24Nov20,3.95
25Nov20,3.94
26Nov20,3.88
27Nov20,3.90
30Nov20,3.91
01Dic20,3.92
02Dic20,3.90
03Dic20,3.87
04Dic20,3.81
07Dic20,3.76
08Dic20,n.d.
09Dic20,3.72
10Dic20,3.69
11Dic20,3.67
14Dic20,3.66
15Dic20,3.57
16Dic20,3.56
17Dic20,3.52
18Dic20,3.50
21Dic20,3.51
22Dic20,3.55
23Dic20,3.51
24Dic20,3.51
25Dic20,n.d.
28Dic20,3.51
29Dic20,3.51
30Dic20,3.52
31Dic20,3.50
01Ene21,n.d.
04Ene21,3.49
05Ene21,3.51
06Ene21,3.61
07Ene21,3.64
08Ene21,3.65
11Ene21,3.70
12Ene21,3.62
13Ene21,3.58
14Ene21,3.59
15Ene21,3.62
18Ene21,3.64
19Ene21,3.66
20Ene21,3.67
21Ene21,3.68
22Ene21,3.72
25Ene21,3.73
26Ene21,3.78
27Ene21,3.88
28Ene21,3.73
29Ene21,3.66
01Feb21,3.71
02Feb21,3.74
03Feb21,3.77
04Feb21,3.78
05Feb21,3.77
08Feb21,3.77
09Feb21,3.76
10Feb21,3.73
11Feb21,3.75
12Feb21,3.77
15Feb21,3.79
16Feb21,3.87
17Feb21,3.89
18Feb21,3.99
19Feb21,4.11
22Feb21,4.21
23Feb21,4.15
24Feb21,4.15
25Feb21,4.29
26Feb21,4.23
01Mar21,4.27
02Mar21,4.42
03Mar21,4.57
04Mar21,4.75
05Mar21,4.76
08Mar21,4.90
09Mar21,4.79
10Mar21,4.70
11Mar21,4.56
12Mar21,4.70
15Mar21,4.68
16Mar21,4.70
17Mar21,4.68
18Mar21,4.66
19Mar21,4.60
22Mar21,4.54
23Mar21,4.62
24Mar21,4.68
25Mar21,4.71
26Mar21,4.73
29Mar21,4.80
30Mar21,4.99
31Mar21,4.97
01Abr21,n.d.
02Abr21,n.d.
05Abr21,4.91
06Abr21,4.79
07Abr21,4.78
08Abr21,4.74
09Abr21,4.81
12Abr21,4.80
13Abr21,4.78
14Abr21,4.88
15Abr21,4.87
16Abr21,4.89
19Abr21,5.02
20Abr21,5.06
21Abr21,5.16
22Abr21,5.36
23Abr21,5.42
26Abr21,5.65
27Abr21,5.61
28Abr21,5.47
29Abr21,5.40
30Abr21,5.40
03May21,5.43
04May21,5.39
05May21,5.31
06May21,5.12
07May21,5.05
10May21,4.88
11May21,4.89
12May21,4.92
13May21,4.79
14May21,4.80
17May21,4.89
18May21,4.95
19May21,4.99
20May21,4.97
21May21,4.85
24May21,4.98
25May21,4.98
26May21,5.08
27May21,4.93
28May21,4.82
31May21,4.77
01Jun21,4.85
02Jun21,4.89
03Jun21,4.84
04Jun21,4.68
07Jun21,5.00
08Jun21,4.92
09Jun21,5.15
10Jun21,5.08
11Jun21,5.15
14Jun21,5.30
15Jun21,5.40
16Jun21,5.41
17Jun21,5.42
18Jun21,5.55
21Jun21,5.77
22Jun21,5.68
23Jun21,5.72
24Jun21,5.64
25Jun21,5.57
28Jun21,5.35
29Jun21,n.d.
30Jun21,5.37
01Jul21,5.41
02Jul21,5.50
05Jul21,5.61
06Jul21,5.62
07Jul21,5.80
08Jul21,5.75
09Jul21,5.85
12Jul21,n.d.
13Jul21,5.85
14Jul21,5.75
15Jul21,5.67
16Jul21,5.56
19Jul21,5.65
20Jul21,5.62
21Jul21,5.55
22Jul21,5.41
23Jul21,5.46
26Jul21,5.38
27Jul21,5.47
28Jul21,n.d.
29Jul21,n.d.
30Jul21,6.45
02Ago21,6.05
03Ago21,5.87
04Ago21,6.04
05Ago21,6.09
06Ago21,6.34
09Ago21,6.45
10Ago21,6.36
11Ago21,6.40
12Ago21,6.50
13Ago21,6.38
16Ago21,6.45
17Ago21,6.49
18Ago21,6.48
19Ago21,6.66
20Ago21,6.80
23Ago21,6.69
24Ago21,6.44
25Ago21,6.49
26Ago21,6.30
27Ago21,6.09
30Ago21,n.d.
31Ago21,6.09
01Set21,6.15
02Set21,6.26
