fecha,coloc_sector_privado,coloc_corporativos,coloc_arrendamiento,coloc_titulizacion,saldo_corporativos,saldo_plazo_hasta_3a,saldo_plazo_3a_5a,tasa_referencia,rend_soberano_10a_pen,rend_soberano_10a_usd,embig_peru,tasa_pref_corp_90d_mn,tasa_corp_mas360_mn
2024-04-01,0.0,0.0,0.0,0.0,10977.7741776237,0.0,586.43625,6.0,7.38204545454545,5.85754545454545,153.772727272727,6.4786,8.78031366488921
2024-05-01,0.0,0.0,0.0,0.0,10959.2431270024,0.0,586.23762,5.75,7.09540909090909,5.76072727272727,155.826086956522,6.3612,8.80480909118507
2024-06-01,133.2074,0.0,0.0,0.0,10767.2291421688,0.0,585.63154,5.75,7.08842105263158,5.63131578947368,160.9,6.238,8.79372542941437
2024-07-01,0.0,0.0,0.0,0.0,10708.3453168213,0.0,583.51536,5.75,6.9725,5.5434,158.695652173913,5.9434,8.882805081995
2024-08-01,0.0,0.0,0.0,0.0,10694.1426242753,0.0,577.693125,5.5,6.5835,5.1731,169.5,5.736,8.92989630054711
2024-09-01,0.0,0.0,0.0,0.0,10571.183758234,0.0,574.673115,5.25,6.36185714285714,5.02190476190476,162.578947368421,5.5418,8.96187040666967
2024-10-01,110.0,110.0,0.0,0.0,10245.3721785579,0.0,683.2888425,5.25,6.52246818181818,5.36572727272727,153.68,5.5019,8.7951748787329
2024-11-01,107.6475,0.0,0.0,0.0,10164.2545021638,0.0,682.9634375,5.0,6.669,5.6087,155.263157894737,5.4011,7.44683165341243
2024-12-01,101.131,101.131,0.0,0.0,10173.1871789953,1.131,684.3825925,5.0,6.62515789473684,5.67389473684211,154.380952380952,5.1856,7.47131200827443
2025-01-01,1.8414,1.8414,0.0,0.0,10127.5915782984,2.9574,683.60033,4.75,6.69,5.90368181818182,156.761904761905,5.0934,7.49907664706817
2025-02-01,1.9136,1.9136,0.0,0.0,10118.3624899182,4.8392,676.6946,4.75,6.4725,5.74665,158.25,5.0581,7.52122935000511
2025-03-01,166.85639,0.0,0.0,0.0,10091.9737894426,4.82605,673.302675,4.75,6.4852380952381,5.59780952380952,163.354838709677,4.9808,7.55728149897883
2025-04-01,0.0,0.0,0.0,0.0,9962.28886481537,4.82605,673.302675,4.75,6.604,5.6705,177.571428571429,5.1185,7.52794557568402
2025-05-01,0.0,0.0,0.0,0.0,9897.28519867308,4.77345,672.780575,4.5,6.48666666666667,5.60052380952381,158.58064516129,5.0515,7.55206145805733
2025-06-01,24.78,0.0,24.78,0.0,9814.91853108529,4.6551,696.38585,4.5,6.41190476190476,5.51895238095238,153.833333333333,4.9998,7.54014850637851
2025-07-01,0.0,0.0,0.0,0.0,9598.0429199612,4.72085,697.388475,4.5,6.18745,5.5105,140.612903225806,5.0848,7.54163430944622
2025-08-01,162.551,0.0,0.0,0.0,9578.6182582157,4.64195,696.185325,4.5,6.01696,5.3269,133.322580645161,5.0419,7.56402905364994
2025-09-01,0.0,0.0,0.0,0.0,9463.86800620784,4.56305,622.910585,4.25,6.12590909090909,5.11172727272727,124.107142857143,4.9333,7.56109725841028
2025-10-01,65.33082,0.0,0.0,0.0,9390.68446682204,4.43155,620.965035,4.25,6.10583636363637,5.07618181818182,123.516129032258,4.8992,7.55898200976963
2025-11-01,0.0,0.0,0.0,0.0,9233.41811470939,4.4184,618.63268,4.25,6.00445,5.1118,125.6,4.8408,7.54117283637899
2025-12-01,371.2,220.0,0.0,0.0,9226.84717627117,44.4184,472.29708,4.25,5.82715789473684,5.09484210526316,127.0,4.7816,7.44751485314968
